COMPANION_SEQ,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,COMPANION_SITUATION
1,g_g002539,8,1,4,1
1,g_g002547,7,2,5,3
1,g_g002555,8,1,5,1
1,g_g002561,1,2,4,1
1,g_g002563,7,2,6,1
1,g_g002584,8,2,3,1
1,g_g002596,5,2,3,1
1,g_g002609,8,1,3,1
2,g_g002640,5,2,4,3
1,g_g002640,8,1,3,1
3,g_g002640,11,1,4,3
1,g_g002650,8,1,4,2
1,g_g002663,1,2,5,1
1,g_g002673,1,1,6,1
2,g_g002673,2,1,2,1
2,g_g002678,2,2,2,1
4,g_g002678,2,2,1,1
1,g_g002678,1,1,4,1
3,g_g002678,2,2,1,1
2,g_g002682,2,2,2,1
1,g_g002682,1,1,4,1
3,g_g002682,2,2,1,1
1,g_g002695,7,2,4,3
2,g_g002695,7,2,3,3
1,g_g002724,1,2,5,1
1,g_g002734,8,1,4,1
1,g_g002737,8,1,3,1
2,g_g002739,2,1,2,1
1,g_g002739,1,2,5,1
3,g_g002739,2,1,2,1
2,g_g002747,2,2,1,1
4,g_g002747,2,2,1,1
1,g_g002747,1,2,4,1
3,g_g002747,2,2,1,1
2,g_g002786,3,2,7,1
1,g_g002786,1,1,4,1
1,g_g002788,8,1,3,1
1,g_g002791,8,1,3,1
2,g_g002803,7,2,4,1
4,g_g002803,7,2,3,1
1,g_g002803,8,1,4,1
3,g_g002803,7,1,4,2
5,g_g002803,7,2,4,2
1,g_g002810,8,2,3,1
2,g_g002812,2,2,3,1
1,g_g002812,1,1,6,1
1,g_g002814,1,1,5,1
2,g_g002817,7,1,3,1
4,g_g002817,7,1,3,1
1,g_g002817,7,1,3,1
3,g_g002817,7,1,3,1
5,g_g002817,7,1,3,1
1,g_g002822,7,2,4,1
2,g_g002834,2,2,4,1
1,g_g002834,1,1,7,1
3,g_g002834,2,2,3,1
1,g_g002840,3,1,6,1
3,g_g002840,5,2,4,1
2,g_g002840,3,2,6,1
2,g_g002878,2,1,1,1
1,g_g002878,1,2,4,1
3,g_g002878,2,2,1,1
1,g_g002913,7,1,4,1
3,g_g002922,5,2,3,1
2,g_g002922,3,2,6,1
4,g_g002922,8,2,4,1
1,g_g002922,3,1,6,1
1,g_g002923,7,2,7,1
1,g_g002942,8,2,3,1
2,g_g002948,2,1,1,1
1,g_g002948,1,1,4,1
3,g_g002948,2,1,1,1
1,g_g002960,7,2,3,1
1,g_g002962,7,2,4,1
1,g_g002965,2,1,3,1
2,g_g002965,2,2,3,1
1,g_g002972,2,1,3,1
1,g_g002997,7,2,3,1
2,g_g003033,2,1,1,1
4,g_g003033,6,2,1,1
1,g_g003033,1,1,5,1
3,g_g003033,6,1,2,1
1,g_g003044,8,1,3,1
1,g_g003048,8,2,3,1
1,g_g003076,8,2,3,1
1,g_g003078,7,2,4,1
1,g_g003083,8,1,3,3
1,g_g003087,8,2,3,1
1,g_g003131,8,2,3,1
2,g_g003142,3,2,7,1
1,g_g003142,3,1,7,1
3,g_g003142,5,1,4,1
1,g_g003148,1,1,5,1
1,g_g003158,1,2,4,1
2,g_g003158,2,2,2,1
2,g_g003167,3,2,8,1
1,g_g003167,1,1,5,1
3,g_g003167,2,1,3,1
1,g_g003175,2,1,2,1
1,g_g003188,8,2,3,1
1,g_g003209,8,1,3,1
1,g_g003219,7,2,4,3
2,g_g003219,7,2,4,3
1,g_g003220,8,1,4,1
1,g_g003231,5,2,3,1
1,g_g003245,1,1,6,1
1,g_g003254,8,1,5,1
6,g_g003263,11,2,1,1
1,g_g003263,1,2,4,1
3,g_g003263,7,1,5,1
5,g_g003263,11,2,1,1
2,g_g003263,2,1,1,1
4,g_g003263,11,2,5,1
2,g_g003283,2,2,2,1
1,g_g003283,1,1,5,1
2,g_g003313,7,1,4,1
4,g_g003313,7,2,4,1
1,g_g003313,7,1,4,3
3,g_g003313,7,2,4,3
5,g_g003313,7,2,4,1
1,g_g003319,8,1,6,1
3,g_g003319,7,1,6,3
2,g_g003319,7,1,6,3
1,g_g003327,1,2,4,1
1,g_g003330,8,1,4,1
2,g_g003339,2,1,1,1
1,g_g003339,1,2,4,1
1,g_g003363,8,1,4,1
1,g_g003365,1,1,5,1
1,g_g003373,8,1,3,1
1,g_g003392,7,1,3,1
1,g_g003412,1,1,4,1
1,g_g003414,8,1,3,1
1,g_g003433,8,2,3,1
1,g_g003462,8,1,3,1
2,g_g003494,7,2,4,3
4,g_g003494,7,1,4,3
1,g_g003494,7,2,4,1
3,g_g003494,7,1,4,1
1,g_g003501,1,2,3,1
2,g_g003513,5,2,3,1
1,g_g003513,3,2,6,1
1,g_g003523,1,1,4,1
1,g_g003557,8,2,3,1
1,g_g003592,8,2,3,1
1,g_g003607,1,1,4,1
1,g_g003620,3,1,6,1
2,g_g003620,3,2,6,1
1,g_g003627,3,2,7,1
2,g_g003627,1,1,4,3
1,g_g003628,8,1,4,3
1,g_g003656,8,1,4,1
1,g_g003669,8,1,3,1
1,g_g003720,8,1,3,1
1,g_g003767,7,2,3,1
2,g_g003772,2,1,1,1
1,g_g003772,1,1,4,1
3,g_g003772,2,2,1,1
2,g_g003788,3,2,6,1
1,g_g003788,3,1,7,1
1,g_g003790,8,2,3,1
1,g_g003819,8,1,3,1
1,g_g003842,7,2,7,1
1,g_g003870,3,2,8,1
2,g_g003872,7,2,6,1
1,g_g003872,7,2,6,1
1,g_g003910,9,2,3,1
3,g_g003910,9,2,4,1
2,g_g003910,9,2,3,1
3,g_g003912,2,1,4,1
2,g_g003912,2,2,4,1
1,g_g003912,1,1,6,1
1,g_g003916,3,2,7,1
1,g_g003953,7,1,3,3
3,g_g003953,7,1,3,3
2,g_g003953,7,1,3,3
4,g_g003978,2,2,1,1
1,g_g003978,1,2,4,1
3,g_g003978,2,1,1,1
2,g_g003978,2,2,1,1
2,g_g004017,2,2,2,1
1,g_g004017,1,1,4,1
3,g_g004017,2,1,1,1
2,g_g004042,7,2,3,1
1,g_g004042,7,2,3,1
1,g_g004099,2,2,2,1
3,g_g004099,2,1,2,1
2,g_g004099,2,2,2,1
1,g_g004130,7,2,3,1
2,g_g004130,7,2,3,1
1,g_g004153,1,2,6,1
1,g_g004159,7,2,3,1
1,g_g004164,8,2,3,1
1,g_g004228,1,1,4,1
2,g_g004228,2,2,1,1
1,g_g004262,3,2,7,1
3,g_g004262,5,2,4,1
2,g_g004262,5,2,5,1
2,g_g004267,5,2,3,1
1,g_g004267,3,2,6,1
1,g_g004299,8,2,5,1
1,g_g004312,7,2,3,1
1,g_g004316,8,1,3,1
3,g_g004321,2,2,1,1
2,g_g004321,2,1,1,1
1,g_g004321,1,2,4,1
1,g_g004344,4,2,8,1
2,g_g004344,3,2,7,1
2,g_g004347,2,2,1,1
1,g_g004347,1,2,4,1
2,g_g004363,6,2,3,1
1,g_g004363,6,2,5,1
1,g_g004368,7,1,4,1
1,g_g004374,2,2,4,1
2,g_g004386,5,2,4,1
1,g_g004386,3,2,7,1
2,g_g004407,6,2,6,1
1,g_g004407,1,1,4,1
1,g_g004426,8,1,3,1
1,g_g004477,7,1,3,1
1,g_g004478,8,2,3,1
1,g_g004507,8,1,4,1
1,g_g004512,7,2,3,3
1,g_g004529,8,2,3,1
1,g_g004557,7,1,5,1
1,g_g004558,1,1,4,1
3,g_g004558,7,1,4,1
2,g_g004558,7,1,4,3
1,g_g004581,8,1,3,1
2,g_g004595,7,2,4,3
1,g_g004595,7,2,4,3
2,g_g004599,5,1,7,1
4,g_g004599,5,1,7,1
6,g_g004599,5,1,7,1
1,g_g004599,1,1,7,1
3,g_g004599,5,2,7,1
5,g_g004599,5,2,7,1
7,g_g004599,5,2,7,1
1,g_g004652,1,1,5,1
3,g_g004652,2,1,1,1
2,g_g004652,2,1,1,1
4,g_g004652,3,2,7,1
3,g_g004666,5,1,3,1
5,g_g004666,6,2,3,3
2,g_g004666,3,2,6,1
4,g_g004666,5,1,4,3
6,g_g004666,6,1,1,3
1,g_g004666,3,1,7,1
1,g_g004685,7,1,3,1
3,g_g004685,7,1,3,1
2,g_g004685,7,1,3,1
2,g_g004743,5,2,5,1
1,g_g004743,3,2,7,1
3,g_g004743,5,1,4,1
1,g_g004747,8,1,4,1
1,g_g004752,2,1,1,1
2,g_g004752,2,1,1,1
1,g_g004767,1,1,4,1
3,g_g004767,2,2,1,1
2,g_g004767,2,1,1,1
2,g_g004774,2,2,3,1
1,g_g004774,1,1,6,1
1,g_g004775,4,2,7,1
3,g_g004775,6,1,6,1
5,g_g004775,6,1,2,1
2,g_g004775,4,1,8,1
4,g_g004775,6,2,5,1
6,g_g004775,6,1,2,1
2,g_g004797,9,2,4,1
1,g_g004797,9,2,4,1
1,g_g004801,7,2,3,1
1,g_g004825,8,1,3,1
2,g_g004830,5,2,5,1
1,g_g004830,3,2,8,1
3,g_g004830,5,1,5,1
2,g_g004837,3,1,8,1
4,g_g004837,5,2,4,1
1,g_g004837,2,2,1,1
3,g_g004837,3,2,8,1
1,g_g004857,8,2,3,1
1,g_g004885,1,1,4,1
3,g_g004885,2,1,1,1
2,g_g004885,2,1,1,1
2,g_g004898,2,2,3,1
1,g_g004898,1,1,6,1
3,g_g004898,2,2,2,1
1,g_g004899,1,1,5,1
2,g_g004899,2,2,2,1
1,g_g004929,3,2,5,1
3,g_g004929,6,1,2,1
5,g_g004929,6,1,5,1
2,g_g004929,5,2,2,1
4,g_g004929,6,1,1,1
6,g_g004929,6,2,5,1
1,g_g004936,1,1,6,1
2,g_g004936,2,2,3,1
1,g_g004947,8,2,4,1
1,g_g004972,7,2,3,1
1,g_g004981,1,1,5,1
2,g_g004981,2,1,1,1
1,g_g004995,8,2,3,1
1,g_g004998,3,1,7,1
2,g_g004998,3,2,6,1
1,g_g005093,3,2,6,1
2,g_g005093,6,1,6,1
1,g_g005106,8,2,4,1
1,g_g005108,8,2,3,1
2,g_g005140,2,2,2,1
4,g_g005140,2,2,2,1
1,g_g005140,1,1,6,1
3,g_g005140,2,2,2,1
5,g_g005140,2,2,1,1
2,g_g005196,3,2,6,1
4,g_g005196,5,1,2,1
1,g_g005196,3,1,6,1
3,g_g005196,5,1,3,1
3,g_g005204,9,2,4,1
2,g_g005204,9,2,4,1
4,g_g005204,9,2,4,1
1,g_g005204,9,2,5,1
3,g_g005255,2,1,1,1
5,g_g005255,3,2,7,1
2,g_g005255,2,1,2,1
4,g_g005255,3,1,7,1
1,g_g005255,1,1,5,1
1,g_g005261,6,2,8,1
3,g_g005261,6,2,5,1
5,g_g005261,6,2,2,1
7,g_g005261,2,2,2,1
2,g_g005261,6,1,6,1
4,g_g005261,6,1,5,1
6,g_g005261,1,2,5,1
2,g_g005281,3,2,7,1
1,g_g005281,3,1,7,1
3,g_g005281,5,1,4,1
1,g_g005304,7,1,3,1
1,g_g005315,8,1,3,1
11,g_g005368,5,2,4,1
2,g_g005368,3,2,8,1
4,g_g005368,2,1,2,1
6,g_g005368,5,1,5,2
8,g_g005368,2,1,2,1
10,g_g005368,5,1,5,1
12,g_g005368,2,1,1,1
1,g_g005368,3,1,8,1
3,g_g005368,1,2,5,1
5,g_g005368,2,2,2,1
7,g_g005368,5,2,5,1
9,g_g005368,2,2,2,1
1,g_g005373,8,1,3,1
1,g_g005458,7,2,4,1
1,g_g005769,1,1,4,1
3,g_g005769,2,1,1,1
2,g_g005769,2,1,1,1
2,g_g005893,2,2,1,1
1,g_g005893,1,2,4,1
1,g_g005894,8,1,4,1
1,g_g005928,8,1,4,1
1,g_g005979,1,2,5,1
3,g_g005979,2,2,2,1
2,g_g005979,2,1,2,1
1,g_g006099,1,1,4,1
1,g_g006350,3,2,7,1
2,g_g009418,3,2,7,1
1,g_g009418,3,1,7,1
1,g_g010417,7,2,5,1
2,g_g011535,2,1,1,1
1,g_g011535,1,2,4,1
3,g_g011535,2,2,1,1
2,g_g012206,2,2,2,1
1,g_g012206,1,2,5,1
3,g_g012206,2,2,2,1
1,h_h000001,1,1,6,1
2,h_h000001,2,1,2,1
2,h_h000008,2,2,2,1
1,h_h000008,1,1,5,1
1,h_h000009,1,1,4,1
2,h_h000010,2,1,2,1
1,h_h000010,1,1,5,1
3,h_h000010,2,2,2,1
2,h_h000013,2,1,1,1
1,h_h000013,1,1,4,1
2,h_h000014,2,1,1,1
4,h_h000014,2,2,1,1
6,h_h000014,3,2,7,3
1,h_h000014,1,1,4,1
3,h_h000014,2,2,1,1
5,h_h000014,3,1,6,3
7,h_h000014,5,2,3,3
1,h_h000017,1,1,4,1
1,h_h000020,1,1,5,1
2,h_h000020,2,1,1,1
1,h_h000025,8,2,3,3
1,h_h000028,3,1,8,1
2,h_h000028,3,2,7,1
1,h_h000030,3,2,7,3
2,h_h000031,7,1,3,1
1,h_h000031,7,1,3,1
3,h_h000031,7,1,3,1
1,h_h000032,1,1,4,1
1,h_h000037,1,2,4,1
1,h_h000042,3,1,7,1
3,h_h000042,5,1,4,1
2,h_h000042,3,2,7,1
1,h_h000043,1,1,4,1
3,h_h000043,2,2,1,1
2,h_h000043,2,1,1,1
2,h_h000047,3,1,8,1
1,h_h000047,2,2,1,1
3,h_h000047,3,2,7,1
1,h_h000049,1,1,7,1
1,h_h000052,1,1,5,1
3,h_h000052,5,2,5,2
5,h_h000052,3,2,7,3
2,h_h000052,2,1,1,1
4,h_h000052,3,1,7,3
1,h_h000058,1,1,5,1
3,h_h000058,2,1,1,1
2,h_h000058,2,2,1,1
1,h_h000065,7,2,4,1
2,h_h000068,2,1,1,1
1,h_h000068,1,1,4,1
3,h_h000068,2,2,1,1
1,h_h000069,1,1,5,1
2,h_h000078,7,2,4,1
4,h_h000078,7,2,4,1
1,h_h000078,1,1,4,1
3,h_h000078,7,2,4,1
1,h_h000087,2,2,2,1
2,h_h000087,2,2,2,1
1,h_h000091,8,1,4,1
1,h_h000093,1,1,4,1
2,h_h000093,2,1,1,1
1,h_h000097,1,2,4,1
3,h_h000097,2,1,1,1
5,h_h000097,3,2,7,2
2,h_h000097,2,2,1,1
4,h_h000097,3,1,8,2
2,h_h000098,9,2,3,1
4,h_h000098,9,2,3,1
1,h_h000098,9,2,4,1
3,h_h000098,9,2,3,1
1,h_h000103,3,2,7,1
1,h_h000104,1,1,4,1
3,h_h000104,2,1,1,1
2,h_h000104,2,1,1,1
2,h_h000107,2,2,1,1
1,h_h000107,1,2,4,1
2,h_h000111,7,2,4,1
1,h_h000111,2,1,1,1
3,h_h000111,11,1,1,1
1,h_h000121,3,1,6,1
2,h_h000121,5,2,4,1
1,h_h000124,9,2,4,3
2,h_h000125,3,2,7,1
4,h_h000125,2,2,1,1
1,h_h000125,1,1,5,1
3,h_h000125,2,1,1,1
1,h_h000126,3,2,6,1
1,h_h000137,7,2,3,1
1,h_h000138,1,2,5,1
1,h_h000141,7,2,5,1
3,h_h000141,7,2,5,1
5,h_h000141,7,2,5,1
2,h_h000141,7,2,5,1
4,h_h000141,7,2,5,1
1,h_h000147,1,2,5,1
2,h_h000150,11,2,2,1
1,h_h000150,2,2,2,1
1,h_h000155,1,1,4,1
3,h_h000155,2,1,1,1
2,h_h000155,2,2,1,1
2,h_h000156,2,2,1,1
1,h_h000156,1,1,4,1
1,h_h000158,1,2,5,1
3,h_h000158,2,1,2,1
2,h_h000158,2,2,2,1
1,h_h000163,1,2,5,1
2,h_h000171,2,1,1,1
4,h_h000171,3,2,8,3
1,h_h000171,1,1,5,1
3,h_h000171,3,1,8,3
1,h_h000172,7,2,3,1
1,h_h000173,1,2,4,1
1,h_h000176,1,1,7,1
3,h_h000176,5,2,7,3
2,h_h000176,5,1,7,3
4,h_h000176,5,2,4,3
2,h_h000179,3,2,8,1
4,h_h000179,2,1,1,1
6,h_h000179,6,2,4,3
1,h_h000179,3,1,8,1
3,h_h000179,1,1,5,1
5,h_h000179,5,1,5,3
2,h_h000181,7,2,3,1
1,h_h000181,7,2,3,1
3,h_h000181,7,2,3,1
1,h_h000185,1,1,4,1
2,h_h000185,2,1,1,1
1,h_h000186,1,1,5,1
3,h_h000186,2,1,1,1
2,h_h000186,2,2,1,1
1,h_h000188,1,2,5,1
3,h_h000188,3,2,8,1
2,h_h000188,3,1,8,1
2,h_h000192,2,1,1,1
1,h_h000192,1,1,5,1
3,h_h000192,2,1,1,1
1,h_h000200,1,1,4,1
1,h_h000202,8,1,3,1
1,h_h000203,7,1,3,1
3,h_h000203,7,1,3,1
2,h_h000203,7,1,3,1
1,h_h000204,3,2,7,1
3,h_h000212,7,2,5,1
5,h_h000212,11,1,1,1
2,h_h000212,2,1,1,1
4,h_h000212,11,1,1,1
1,h_h000212,2,2,2,1
2,h_h000218,2,2,1,1
4,h_h000218,2,2,1,1
1,h_h000218,1,2,5,1
3,h_h000218,2,2,1,1
2,h_h000221,2,1,1,1
1,h_h000221,1,2,4,1
1,h_h000222,8,1,3,1
1,h_h000224,1,1,5,1
1,h_h000225,8,1,3,1
3,h_h000225,11,2,6,1
2,h_h000225,11,2,8,1
1,h_h000228,1,2,7,1
1,h_h000230,3,2,7,1
1,h_h000232,1,1,5,1
2,h_h000232,2,2,1,1
1,h_h000233,8,1,4,1
1,h_h000234,1,1,6,2
1,h_h000237,1,1,4,1
1,h_h000238,1,1,4,1
3,h_h000238,2,1,1,1
2,h_h000238,2,1,1,1
1,h_h000245,1,1,5,1
1,h_h000247,1,1,5,1
1,h_h000250,8,2,3,1
1,h_h000256,8,2,4,3
2,h_h000257,2,1,2,1
1,h_h000257,1,1,5,1
3,h_h000257,2,1,1,1
2,h_h000258,9,1,4,1
1,h_h000258,2,1,2,1
3,h_h000258,5,2,5,1
1,h_h000259,3,1,7,1
2,h_h000259,3,2,7,1
1,h_h000261,1,2,5,1
2,h_h000263,8,1,4,1
1,h_h000263,5,2,4,3
2,h_h000267,7,2,3,1
1,h_h000267,7,2,3,1
1,h_h000271,8,1,4,1
2,h_h000276,7,2,5,1
1,h_h000276,7,2,5,1
1,h_h000280,8,1,3,1
2,h_h000281,2,2,2,1
1,h_h000281,1,2,5,1
3,h_h000281,2,2,1,1
1,h_h000283,1,2,4,1
3,h_h000283,2,2,1,1
2,h_h000283,2,1,1,1
1,h_h000291,7,2,5,1
1,h_h000292,3,2,7,1
1,h_h000294,3,2,7,1
1,h_h000300,1,2,5,1
2,h_h000300,2,2,2,1
1,h_h000301,1,2,6,2
2,h_h000304,2,2,1,1
1,h_h000304,1,1,5,1
9,h_h000306,11,1,2,1
11,h_h000306,11,1,5,1
13,h_h000306,11,2,1,1
2,h_h000306,2,1,1,1
4,h_h000306,3,2,8,1
6,h_h000306,5,2,5,1
8,h_h000306,11,1,2,1
10,h_h000306,5,2,5,1
12,h_h000306,11,1,2,1
1,h_h000306,1,2,5,1
3,h_h000306,3,1,8,1
5,h_h000306,5,2,6,1
7,h_h000306,11,1,5,3
1,h_h000307,1,1,4,1
3,h_h000307,2,2,1,1
2,h_h000307,2,1,1,1
1,h_h000311,8,1,4,1
2,h_h000312,9,1,6,1
1,h_h000312,9,1,3,1
1,h_h000313,1,1,5,1
2,h_h000313,2,1,1,1
1,h_h000314,1,2,6,1
2,h_h000319,2,2,2,1
1,h_h000319,1,1,4,1
3,h_h000319,2,2,1,1
2,h_h000321,2,2,1,1
4,h_h000321,7,2,4,1
6,h_h000321,11,2,1,1
1,h_h000321,1,1,4,1
3,h_h000321,7,1,5,1
5,h_h000321,11,2,1,1
1,h_h000322,7,1,3,1
1,h_h000323,1,2,5,1
1,h_h000324,7,2,3,1
1,h_h000328,7,1,4,1
1,h_h000329,9,1,6,1
2,h_h000329,9,1,5,1
2,h_h000334,3,2,7,1
1,h_h000334,1,2,4,1
2,h_h000335,2,2,1,1
1,h_h000335,2,1,2,1
1,h_h000336,10,2,7,1
2,h_h000336,10,2,6,1
1,h_h000337,7,2,5,1
1,h_h000339,10,2,4,3
1,h_h000340,8,1,3,1
2,h_h000342,5,1,4,1
4,h_h000342,2,2,2,1
1,h_h000342,3,2,8,1
3,h_h000342,2,2,2,1
5,h_h000342,2,2,1,1
1,h_h000344,2,2,2,1
2,h_h000346,2,1,2,1
1,h_h000346,1,1,5,1
3,h_h000346,2,2,1,1
1,h_h000351,8,1,3,1
1,h_h000453,1,1,5,1
3,h_h000453,2,2,1,1
2,h_h000453,2,1,1,1
1,h_h000455,8,2,4,1
1,h_h000456,7,2,4,1
1,h_h000458,9,1,4,1
1,h_h000459,7,2,3,1
1,h_h000461,8,2,3,1
2,h_h000464,2,2,2,1
1,h_h000464,1,1,5,1
3,h_h000464,2,2,2,1
1,h_h000468,7,2,4,1
2,h_h000475,2,2,1,1
4,h_h000475,3,2,7,3
6,h_h000475,6,2,4,3
1,h_h000475,1,1,5,1
3,h_h000475,3,1,7,3
5,h_h000475,5,1,4,3
7,h_h000475,6,2,1,3
1,h_h000479,1,1,7,1
2,h_h000480,5,2,4,1
1,h_h000480,3,2,6,1
3,h_h000480,6,1,4,1
1,h_h000482,4,1,7,1
3,h_h000482,5,2,5,3
5,h_h000482,11,1,2,3
2,h_h000482,4,2,7,1
4,h_h000482,5,1,4,3
2,h_h000484,2,1,2,1
1,h_h000484,1,1,5,1
3,h_h000484,2,1,2,1
2,h_h000486,2,2,1,1
1,h_h000486,1,1,5,1
2,h_h000487,2,2,1,1
1,h_h000487,1,1,4,1
3,h_h000487,2,2,1,1
1,h_h000488,8,1,4,1
1,h_h000489,1,1,4,1
1,h_h000491,8,1,5,1
1,h_h000494,2,2,3,1
2,h_h000496,7,2,3,3
1,h_h000496,7,2,3,3
1,h_h000498,8,1,4,3
1,h_h000500,8,2,3,1
1,h_h000505,1,2,4,1
1,h_h000512,1,2,5,1
3,h_h000512,2,1,2,1
2,h_h000512,2,1,2,1
4,h_h000512,2,2,1,1
1,h_h000513,8,2,4,1
3,h_h000513,7,2,3,1
2,h_h000513,7,1,3,1
1,h_h000516,3,2,6,1
1,h_h000520,2,2,3,1
1,h_h000521,7,2,3,1
2,h_h000522,2,2,1,1
1,h_h000522,1,1,5,1
1,h_h000523,7,2,4,1
1,h_h000527,7,2,3,1
1,h_h000529,2,1,1,1
1,h_h000530,1,2,5,1
2,h_h000530,2,1,1,1
1,h_h000531,7,2,3,3
1,h_h000533,8,2,4,1
1,h_h000534,8,1,3,1
1,h_h000536,8,1,3,1
1,h_h000537,1,1,5,1
3,h_h000537,2,2,1,1
2,h_h000537,2,1,1,1
2,h_h000539,10,2,4,1
1,h_h000539,7,2,4,1
3,h_h000539,10,1,4,1
2,h_h000544,1,1,5,1
4,h_h000544,2,1,1,1
1,h_h000544,3,2,7,1
3,h_h000544,2,2,2,1
1,h_h000551,7,2,3,3
1,h_h000571,8,1,3,1
1,h_h000574,7,2,4,1
3,h_h000574,7,2,4,3
2,h_h000574,7,2,4,3
1,h_h000580,8,1,5,1
1,h_h000581,5,2,3,1
2,h_h000581,2,2,1,1
1,h_h000583,1,2,5,1
2,h_h000585,2,2,1,1
1,h_h000585,1,2,5,1
2,h_h000588,2,1,1,1
1,h_h000588,1,2,4,1
3,h_h000588,2,2,1,1
1,h_h000589,1,1,4,1
3,h_h000589,2,2,1,1
2,h_h000589,2,1,1,1
1,h_h000590,3,2,7,3
1,h_h000592,1,1,4,1
1,h_h000595,7,2,5,1
1,h_h000597,8,1,5,1
1,h_h000599,1,1,6,1
1,h_h000601,7,2,3,1
2,h_h000602,2,1,1,1
1,h_h000602,1,2,4,1
4,h_h000603,2,1,1,1
1,h_h000603,1,1,5,1
3,h_h000603,2,2,1,1
5,h_h000603,3,2,6,1
2,h_h000603,2,2,2,1
1,h_h000609,10,2,5,3
1,h_h000614,1,1,5,1
3,h_h000614,2,2,1,1
2,h_h000614,2,2,2,1
1,h_h000615,1,2,4,1
2,h_h000616,11,2,2,1
1,h_h000616,2,2,4,1
3,h_h000616,11,2,2,1
1,h_h000617,8,2,3,1
1,h_h000619,8,1,3,1
1,h_h000620,8,2,3,1
3,h_h000620,11,2,3,3
2,h_h000620,7,1,3,3
2,h_h000624,2,1,1,1
1,h_h000624,3,2,6,1
1,h_h000627,8,1,3,1
1,h_h000629,8,2,3,1
3,h_h000630,3,2,8,3
5,h_h000630,6,1,5,3
7,h_h000630,6,2,5,3
9,h_h000630,6,2,2,3
11,h_h000630,6,1,2,3
2,h_h000630,3,1,8,3
4,h_h000630,6,2,5,3
6,h_h000630,6,1,6,3
8,h_h000630,6,2,2,3
10,h_h000630,6,2,1,3
1,h_h000630,1,1,4,1
1,h_h000635,7,2,4,3
2,h_h000637,7,2,3,1
1,h_h000637,8,2,3,1
3,h_h000637,7,1,3,1
1,h_h000638,3,1,8,2
2,h_h000638,3,2,7,2
1,h_h000645,1,1,5,3
3,h_h000645,2,2,1,1
2,h_h000645,2,1,1,1
1,h_h000648,8,1,4,1
2,h_h000649,2,1,3,1
1,h_h000649,1,1,6,1
3,h_h000649,3,2,8,1
1,h_h000652,1,1,4,1
1,h_h000653,8,1,3,1
1,h_h000656,7,2,4,1
2,h_h000660,7,1,3,1
1,h_h000660,7,1,3,1
1,h_h000665,9,2,6,1
3,h_h000665,9,2,6,1
2,h_h000665,9,2,6,1
1,h_h000667,7,2,4,1
1,h_h000669,2,1,1,1
2,h_h000673,7,2,3,1
1,h_h000673,7,2,3,1
1,h_h000674,8,1,3,1
1,h_h000676,8,2,3,1
1,h_h000677,8,2,3,3
1,h_h000678,2,2,2,1
2,h_h000678,2,1,2,1
1,h_h000683,2,2,2,1
1,h_h000689,3,2,7,1
3,h_h000689,5,2,4,3
2,h_h000689,3,1,7,1
1,h_h000690,7,2,3,1
1,h_h000695,7,2,4,1
3,h_h000695,7,2,4,1
2,h_h000695,7,2,4,1
1,h_h000701,8,1,3,1
1,h_h000703,7,2,4,1
1,h_h000705,8,1,3,1
1,h_h000707,8,1,3,1
2,h_h000713,2,1,1,1
1,h_h000713,1,2,4,1
2,h_h000714,3,2,7,3
1,h_h000714,3,1,7,3
3,h_h000714,5,2,4,3
1,h_h000716,1,1,4,1
3,h_h000716,3,1,7,1
2,h_h000716,2,2,1,1
4,h_h000716,3,2,7,1
1,h_h000719,1,1,5,1
1,h_h000722,3,2,7,3
1,h_h000723,8,1,4,1
1,h_h000725,8,2,3,1
1,h_h000734,7,2,3,1
1,h_h000739,1,1,5,1
2,h_h000739,2,2,1,1
1,h_h000740,1,2,5,1
3,h_h000740,2,2,2,1
2,h_h000740,2,2,2,1
1,h_h000742,1,1,4,1
3,h_h000742,2,1,1,1
2,h_h000742,2,2,1,1
4,h_h000742,2,2,1,1
1,h_h000745,1,1,4,1
3,h_h000745,2,2,1,1
2,h_h000745,2,1,1,1
4,h_h000745,2,1,1,1
2,h_h000753,3,2,7,3
4,h_h000753,6,1,1,3
1,h_h000753,1,1,4,1
3,h_h000753,5,2,4,3
1,h_h000756,1,1,6,1
3,h_h000756,2,2,1,1
2,h_h000756,2,1,2,1
1,h_h000758,2,1,2,1
1,h_h000759,8,1,4,1
2,h_h000760,2,1,1,1
1,h_h000760,1,1,5,1
2,h_h000761,2,1,2,1
1,h_h000761,1,2,5,1
3,h_h000761,2,1,1,1
1,h_h000763,1,1,5,1
1,h_h000768,1,1,5,1
2,h_h000768,2,1,2,1
1,h_h000771,3,1,6,1
2,h_h000771,3,2,6,1
1,h_h000773,1,1,4,1
2,h_h000773,2,1,1,1
3,h_h000781,2,2,2,1
2,h_h000781,2,2,2,1
1,h_h000781,1,1,5,1
1,h_h000782,8,2,4,1
1,h_h000788,8,1,4,1
1,h_h000789,7,2,4,1
1,h_h000791,1,1,4,1
3,h_h000791,2,2,2,1
2,h_h000791,2,1,2,1
1,h_h000794,1,1,3,1
1,h_h000797,7,2,3,1
1,h_h000799,1,2,4,1
3,h_h000799,2,2,1,1
2,h_h000799,2,2,1,1
2,h_h000800,2,2,1,1
1,h_h000800,2,1,2,1
