TRAVEL_ID,MVMN_SE,PAYMENT_SE,PAYMENT_SEQ,MVMN_SE_NM,RSVT_YN,PAYMENT_NUM,BRNO,STORE_NM,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
e_e002471,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,40000,
e_e000006,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
e_e000006,5,교통비,0,지하철,N,2,,,,,3600,
e_e000009,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e000009,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3800,
e_e000010,4,교통비,1,택시,N,1,,,2023-04-29 08:31,1,10500,택시비
e_e000010,4,교통비,2,택시,N,1,,(유)마일택시,2023-05-01 02:49,1,13610,택시비
e_e000010,50,교통비,0,버스 + 지하철,N,1,,,,,83400,
e_e000011,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,30000,
e_e000011,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,3400,
e_e000011,5,교통비,0,지하철,N,4,,,,,7500,
e_e000011,7,교통비,0,KTX/SRT(고속열차),N,4,,,,,232900,
e_e000013,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,65000,
e_e000013,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,20000,
e_e000014,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,20000,
e_e000014,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,25000,
e_e000014,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,7200,
e_e000015,50,교통비,0,버스 + 지하철,N,2,,,,,38000,
e_e000018,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,4740,
e_e000020,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,40000,
e_e000020,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,1500,
e_e000021,5,교통비,0,지하철,N,2,,,,,2500,
e_e000021,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,10800,
e_e000022,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e000022,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6600,
e_e000023,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,20000,
e_e000023,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,5000,
e_e000030,6,교통비,0,고속전철(ITX 등),N,1,,,,,13800,
e_e000038,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
e_e000039,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
e_e000039,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,7300,
e_e000040,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
e_e000041,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,80000,
e_e000041,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6000,
e_e000042,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
e_e000042,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,13200,
e_e000042,10,교통비,1,배/선박,N,2,1378204361,세종해운(주),2023-05-01 12:54,1,4400,승선권
e_e000042,10,교통비,2,배/선박,N,2,1378204361,세종해운(주),2023-05-01 00:00,3,2200,승선권
e_e000045,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e000045,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5600,
e_e000046,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,35000,
e_e000046,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,7200,
e_e000293,50,교통비,0,버스 + 지하철,N,1,,,,,18700,
e_e000294,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
e_e000294,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
e_e000294,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,23300,
e_e000296,50,교통비,0,버스 + 지하철,N,1,,,,,8000,
e_e000299,9,교통비,1,항공기,Y,1,1108114794,(주)대한항공,2023-03-22 20:18,1,64100,비행기표
e_e000299,9,교통비,2,항공기,Y,1,8248102515,주식회사 인터파크,2023-03-22 20:18,1,1000,발권수수료
e_e000299,9,교통비,3,항공기,Y,1,1108114794,(주)대한항공,2023-03-22 20:18,1,50100,비행기표
e_e000301,50,교통비,0,버스 + 지하철,N,2,,,,,14000,
e_e000302,50,교통비,0,버스 + 지하철,N,1,,,,,15900,
e_e000302,7,교통비,0,KTX/SRT(고속열차),N,1,,,,,68700,
e_e000307,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
e_e000307,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,2400,
e_e000311,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,20000,
e_e000311,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,13200,
e_e000317,50,교통비,0,버스 + 지하철,N,1,,,,,8700,
e_e000319,5,교통비,0,지하철,N,1,,,,,4350,
e_e000322,5,교통비,0,지하철,N,1,,,,,3300,
e_e000323,50,교통비,0,버스 + 지하철,N,2,,,,,17600,
e_e000331,4,교통비,1,택시,N,1,2101388374,개인택시,2023-05-29 01:39,1,9200,택시비
e_e000331,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-05-20 10:26,1,59800,기차표
e_e000331,9,교통비,0,항공기,N,1,,,,,52900,
e_e000332,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e000332,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,24000,
e_e000332,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6300,
e_e000334,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6000,
e_e000338,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,10000,
e_e000338,4,교통비,1,택시,N,1,1140316777,개인택시,2023-05-19 11:42,1,8800,택시비
e_e000338,5,교통비,0,지하철,N,1,,,,,3000,
e_e000342,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,40000,
e_e000342,1,주차비,0,자가용(승용/승합/트럭 등등),N,6,,,,,22320,
e_e000342,4,교통비,1,택시,N,6,,UT,2023-05-19 13:38,1,8800,택시비
e_e000342,7,교통비,1,KTX/SRT(고속열차),Y,6,3148210024,한국철도공사,2023-05-09 14:44,1,19200,기차표
e_e000342,7,교통비,3,KTX/SRT(고속열차),Y,6,3148210024,한국철도공사,2023-05-09 14:42,1,21200,기차표
e_e000342,7,교통비,5,KTX/SRT(고속열차),Y,6,3148210024,한국철도공사,2023-04-25 13:51,1,21200,기차표
e_e000344,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,12000,
e_e000344,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,4500,
e_e000344,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,7000,
e_e000345,4,교통비,0,택시,N,3,,,,,5400,
e_e000345,50,교통비,0,버스 + 지하철,N,3,,,,,22000,
e_e000346,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
e_e000346,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,10000,
e_e000347,4,교통비,0,택시,N,1,,,,,41000,
e_e000347,5,교통비,0,지하철,N,1,,,,,5800,
e_e000347,7,교통비,0,KTX/SRT(고속열차),N,1,,,,,53500,
e_e000347,9,교통비,1,항공기,Y,1,1108114794,(주)대한항공,2023-05-21 00:00,1,13900,비행기표
e_e000350,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,3000,
e_e000352,4,교통비,1,택시,N,2,,,2023-05-21 19:59,1,6200,택시비
e_e000352,4,교통비,2,택시,N,2,1048183559,주식회사 티머니,2023-05-22 11:17,1,10400,택시비 
e_e000352,5,교통비,0,지하철,N,2,,,,,2400,
e_e000352,7,교통비,1,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-05-22 11:53,3,18200,기차표
e_e000352,7,교통비,2,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-05-16 18:51,3,18500,기차표
e_e000353,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,2000,
e_e000355,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,73000,
e_e000355,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,3000,
e_e000355,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,12100,
e_e000357,5,교통비,0,지하철,N,1,,,,,4000,
e_e000357,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-05-12 00:00,1,0,기차표
e_e000357,7,교통비,2,KTX/SRT(고속열차),N,1,3058631590,주식회사 에스알,2023-05-15 09:37,1,7700,기차표
e_e000360,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e000362,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
e_e000362,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
e_e000364,50,교통비,0,버스 + 지하철,N,1,,,,,15450,
e_e000369,50,교통비,0,버스 + 지하철,N,1,,,,,11000,
e_e000371,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,10000,
e_e000371,5,교통비,0,지하철,N,1,,,,,2600,
e_e000373,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,20000,
e_e000375,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,55000,
e_e000376,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,3600,
e_e000379,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,49504,
e_e000384,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e000384,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8000,
e_e000387,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,30000,
e_e000396,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
e_e000396,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,27000,
e_e000397,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,40000,
e_e000397,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,1500,
e_e000400,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,15000,
e_e000403,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,3,6168190529,(주)쏘카,2023-05-11 16:48,1,92530,렌트비
e_e000403,7,교통비,1,KTX/SRT(고속열차),Y,3,3148210024,한국철도공사,2023-05-08 13:16,3,7400,기차표
e_e000403,7,교통비,2,KTX/SRT(고속열차),Y,3,3148210024,한국철도공사,2023-05-08 13:18,3,7400,기차표
e_e000406,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
e_e000407,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,50000,
e_e000407,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,2000,
e_e000409,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
e_e000409,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,5000,
e_e000412,12,교통비,0,시외/고속버스,N,1,,,,,5600,
e_e000418,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
e_e000422,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,15000,
e_e000422,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,13000,
e_e000422,5,교통비,0,지하철,N,1,,,,,1250,
e_e000425,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,1000,
e_e000425,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,900,
e_e000429,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,10000,
e_e000429,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,1800,
e_e000430,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,15000,
e_e000430,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,20000,
e_e000430,5,교통비,0,지하철,N,1,,,,,3000,
e_e000432,50,교통비,0,버스 + 지하철,N,2,,,,,12050,
e_e000433,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e000433,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2500,
e_e000433,5,교통비,0,지하철,N,2,,,,,1750,
e_e000435,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,20000,
e_e000435,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,5000,
e_e000435,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,2500,
e_e000438,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,150000,
e_e000438,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,37750,
e_e000438,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,44000,
e_e000445,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
e_e000445,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,7200,
e_e000448,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
e_e000448,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,5000,
e_e000450,5,교통비,0,지하철,N,1,,,,,3200,
e_e000451,50,교통비,0,버스 + 지하철,N,3,,,,,12000,
e_e000453,11,교통비,1,관광버스,Y,3,,,2023-05-30 16:28,1,31500,(서울)시티투어 타이거버스
e_e000453,50,교통비,0,버스 + 지하철,N,3,,,,,10000,
e_e000453,7,교통비,1,KTX/SRT(고속열차),Y,3,3148210024,한국철도공사,2023-05-12 00:00,3,25100,기차표
e_e000453,7,교통비,3,KTX/SRT(고속열차),Y,3,3148210024,한국철도공사,2023-05-12 00:00,3,6300,기차표
e_e000453,8,교통비,1,새마을/무궁화열차,Y,3,3148210024,한국철도공사,2023-05-10 00:00,3,15400,기차표
e_e000453,8,교통비,3,새마을/무궁화열차,Y,3,3148210024,한국철도공사,2023-05-10 00:00,3,3800,기차표
e_e000454,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,66200,
e_e000454,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,5800,
e_e000460,4,교통비,1,택시,N,3,2108164497,동진흥업(주),2023-05-16 12:51,1,11300,택시비
e_e000460,5,교통비,0,지하철,N,3,,,,,5700,
e_e000466,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,2400,
e_e000469,4,교통비,0,택시,N,3,,,,,86500,
e_e000469,50,교통비,0,버스 + 지하철,N,2,,,,,43000,
e_e000472,4,교통비,0,택시,N,1,,,,,13000,
e_e000472,50,교통비,0,버스 + 지하철,N,1,,,,,19300,
e_e000472,7,교통비,0,KTX/SRT(고속열차),N,1,,,,,96100,
e_e000473,14,렌탈비,0,자전거,N,3,,,,,1000,
e_e000473,14,렌탈비,1,자전거,N,3,,,2023-05-21 08:19,1,1000,일일권.일일 회원(1시간권)
e_e000473,50,교통비,0,버스 + 지하철,N,3,,,,,20000,
e_e000473,7,교통비,0,KTX/SRT(고속열차),N,3,,,,,167600,
e_e000474,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-05-03 16:34,3,51400,기차표
e_e000474,7,교통비,2,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-05-03 15:08,3,51400,기차표
e_e000479,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
e_e000479,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,10400,
e_e000480,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,5000,
e_e000480,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,3400,
e_e000481,50,교통비,0,버스 + 지하철,N,1,,,,,7550,
e_e000482,12,교통비,0,시외/고속버스,N,2,,,,,10500,
e_e000483,1,통행료,0,자가용(승용/승합/트럭 등등),N,8,,,,,3000,
e_e000486,5,교통비,0,지하철,N,1,,,,,6100,
e_e000490,50,교통비,0,버스 + 지하철,N,1,,,,,9809,
e_e000490,8,교통비,0,새마을/무궁화열차,N,1,,,,,4800,
e_e000491,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
e_e000491,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,46000,
e_e000492,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,5000,
e_e000496,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
e_e000496,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,2000,
e_e000496,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8300,
e_e000500,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,66800,
e_e000500,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,7200,
e_e000504,5,교통비,0,지하철,N,1,,,,,3500,
e_e000505,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,20000,
e_e000505,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,2000,
e_e000507,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,13800,
e_e000507,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,8200,
e_e000507,13,교통비,0,시내/마을버스,N,4,,,,,4400,
e_e000509,50,교통비,0,버스 + 지하철,N,2,,,,,20000,
e_e000509,7,교통비,1,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-05-17 17:08,3,44300,기차표
e_e000509,7,교통비,2,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-05-19 17:09,3,44000,기차표
e_e000510,50,교통비,0,버스 + 지하철,N,2,,,,,16600,
e_e000514,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,30000,
e_e000521,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,20000,
e_e000521,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,8000,
e_e000521,10,교통비,1,배/선박,N,1,2819597885,세종해운 월미사업부,2023-05-23 16:08,1,7500,
e_e000521,10,교통비,2,배/선박,N,1,,용주해운,2023-05-23 00:00,1,7500,
e_e000523,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,11000,
e_e000523,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,3600,
e_e000524,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,13700,
e_e000525,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,11550,
e_e000526,50,교통비,0,버스 + 지하철,N,1,,,,,7800,
e_e000526,8,교통비,1,새마을/무궁화열차,Y,1,3148210024,한국철도공사,2023-05-15 12:00,1,8300,기차표
e_e000526,8,교통비,2,새마을/무궁화열차,N,1,3148210024,한국철도공사,2023-05-17 00:00,1,8300,기차표
e_e000531,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
e_e000531,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,1800,
e_e000533,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
e_e000533,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,5000,
e_e000535,4,교통비,0,택시,N,2,,,,,3800,
e_e000535,5,교통비,0,지하철,N,2,,,,,4350,
e_e000535,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,86000,
e_e000536,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,20000,
e_e000536,5,교통비,0,지하철,N,1,,,,,1750,
e_e000541,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,80000,
e_e000544,5,교통비,0,지하철,N,2,,,,,8000,
e_e000546,50,교통비,0,버스 + 지하철,N,1,,,,,15000,
e_e000547,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
e_e000547,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,8300,
e_e000548,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,80000,
e_e000548,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,6000,
e_e000550,13,교통비,0,시내/마을버스,N,1,,,,,4350,
e_e000552,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
e_e000552,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,800,
e_e000556,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,15000,
e_e000556,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,6400,
e_e000557,50,교통비,0,버스 + 지하철,N,3,,,,,13000,
e_e000560,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,18000,
e_e000560,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,2000,
e_e000560,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,9200,
e_e000561,4,교통비,0,택시,N,1,,,,,4800,
e_e000561,50,교통비,0,버스 + 지하철,N,1,,,,,10000,
e_e000563,4,교통비,1,택시,N,2,1048183559,주식회사 티머니,2023-05-29 14:43,1,11900,택시비
e_e000563,5,교통비,0,지하철,N,2,,,,,8000,
e_e000563,8,교통비,0,새마을/무궁화열차,N,2,,,,,39200,
e_e000564,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,1200,
e_e000564,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,1600,
e_e000566,5,교통비,0,지하철,N,1,,,,,3700,
e_e000567,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
e_e000567,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,6400,
e_e000579,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,38575,
e_e000579,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,7200,
e_e000584,4,교통비,0,택시,N,2,,,,,9200,
e_e000584,50,교통비,0,버스 + 지하철,N,2,,,,,10000,
e_e000584,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,119600,
e_e000584,9,교통비,0,항공기,N,2,,,,,66000,
e_e000590,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e000590,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,5000,
e_e000590,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
e_e000591,5,교통비,0,지하철,N,2,,,,,7200,
e_e000594,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
e_e000595,4,교통비,1,택시,N,2,1262286767,,2023-05-28 11:57,1,8100,택시비
e_e000595,4,교통비,2,택시,N,2,5771200255,개인택시,2023-05-27 15:37,1,8500,택시비
e_e000595,50,교통비,0,버스 + 지하철,N,2,,,,,12600,
e_e000597,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
e_e000597,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
e_e000599,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,82782,
e_e000602,50,교통비,0,버스 + 지하철,N,1,,,,,20000,
e_e000603,50,교통비,0,버스 + 지하철,N,4,,,,,25000,
e_e000603,7,교통비,0,KTX/SRT(고속열차),N,4,,,,,358800,
e_e000604,4,교통비,0,택시,N,1,,,,,6000,
e_e000604,5,교통비,0,지하철,N,1,,,,,1500,
e_e000605,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
e_e000605,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,900,
e_e000605,5,교통비,0,지하철,N,1,,,,,5000,
e_e000607,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,70000,
e_e000612,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e000615,50,교통비,0,버스 + 지하철,N,2,,,,,11100,
e_e000618,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,12752,
e_e000618,5,교통비,0,지하철,N,2,,,,,1250,
e_e000620,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,20000,
e_e000621,4,교통비,0,택시,N,1,,,,,11000,
e_e000622,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,74060,
e_e000623,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
e_e000623,1,통행료,0,자가용(승용/승합/트럭 등등),N,6,,,,,3000,
e_e000625,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,900,
e_e000627,5,교통비,0,지하철,N,1,,,,,4600,
e_e000628,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,40000,
e_e000628,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,3000,
e_e000637,5,교통비,0,지하철,N,2,,,,,7400,
e_e000639,50,교통비,0,버스 + 지하철,N,1,,,,,7000,
e_e000640,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,44195,
e_e000641,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,40000,
e_e000641,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,5400,
e_e000644,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,20000,
e_e000646,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
e_e000646,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,2000,
e_e000647,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
e_e000647,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,500,
e_e000647,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,1800,
e_e000648,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,8000,
e_e000648,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,2000,
e_e000650,14,렌탈비,0,자전거,N,1,,,,,2000,
e_e000650,50,교통비,0,버스 + 지하철,N,1,,,,,12500,
e_e000650,7,교통비,0,KTX/SRT(고속열차),N,1,,,,,69300,
e_e000651,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
e_e000651,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,4500,
e_e000651,13,교통비,0,시내/마을버스,N,4,,,,,12000,
e_e000655,50,교통비,0,버스 + 지하철,N,1,,,,,9000,
e_e000662,5,교통비,0,지하철,N,1,,,,,3500,
e_e000664,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,15000,
e_e000664,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,2000,
e_e000664,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,5000,
e_e000666,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
e_e000666,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2700,
e_e000666,50,교통비,0,버스 + 지하철,N,2,,,,,12000,
e_e000666,7,교통비,1,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-05-29 18:08,3,27600,기차표
e_e000666,7,교통비,2,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-05-26 09:09,3,26000,기차표
e_e000669,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,80000,
e_e000669,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,4000,
e_e000672,5,교통비,0,지하철,N,1,,,,,1800,
e_e000673,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,22000,
e_e000673,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,11000,
e_e000680,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,95000,
e_e000680,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,20000,
