,userID,itemID,SIDO
0,e000004,미유 애월점,제주특별자치도
1,e000004,민오름,제주특별자치도
2,e000005,민락수변공원,부산
3,e000005,민락 회 타운 시장,부산
4,e000009,힐링파크쑥섬쑥섬,전남
5,e000010,밀리오레,서울
6,e000011,미유 애월점,제주특별자치도
7,e000011,민오름,제주특별자치도
8,e000013,미유 애월점,제주특별자치도
9,e000013,민오름,제주특별자치도
10,e000014,미유 애월점,제주특별자치도
11,e000014,민오름,제주특별자치도
12,e000015,미즈노 씨네 트리하우스,전북
13,e000016,미인폭포,강원
14,e000016,민우당 서림,강원
15,e000020,힐링파크쑥섬쑥섬,전남
16,e000022,힐링파크쑥섬쑥섬,전남
17,e000023,미인폭포,강원
18,e000023,민우당 서림,강원
19,e000039,미유 애월점,제주특별자치도
20,e000039,민오름,제주특별자치도
21,e000040,미유 애월점,제주특별자치도
22,e000040,민오름,제주특별자치도
23,e000041,미유 애월점,제주특별자치도
24,e000041,민오름,제주특별자치도
25,e000042,미유 애월점,제주특별자치도
26,e000042,민오름,제주특별자치도
27,e000043,밀리오레,서울
28,e000045,미유 애월점,제주특별자치도
29,e000045,민오름,제주특별자치도
30,e000046,미유 애월점,제주특별자치도
31,e000046,민오름,제주특별자치도
32,e000293,힐링파크쑥섬쑥섬,전남
33,e000294,미유 애월점,제주특별자치도
34,e000294,민오름,제주특별자치도
35,e000295,미유 애월점,제주특별자치도
36,e000295,민오름,제주특별자치도
37,e000296,미유 애월점,제주특별자치도
38,e000296,민오름,제주특별자치도
39,e000299,미유 애월점,제주특별자치도
40,e000299,민오름,제주특별자치도
41,e000302,미인폭포,강원
42,e000302,민우당 서림,강원
43,e000307,미인폭포,강원
44,e000307,민우당 서림,강원
45,e000311,힐링파크쑥섬쑥섬,전남
46,e000316,미즈노 씨네 트리하우스,전북
47,e000317,미인폭포,강원
48,e000317,민우당 서림,강원
49,e000319,미인폭포,강원
50,e000319,민우당 서림,강원
51,e000322,힐링파크쑥섬쑥섬,전남
52,e000323,미스틱 3도,제주특별자치도
53,e000323,민오름,제주특별자치도
54,e000329,미유 애월점,제주특별자치도
55,e000329,민오름,제주특별자치도
56,e000331,미인폭포,강원
57,e000331,민우당 서림,강원
58,e000334,힐링파크쑥섬쑥섬,전남
59,e000335,미인폭포,강원
60,e000335,민우당 서림,강원
61,e000336,미유 애월점,제주특별자치도
62,e000336,민오름,제주특별자치도
63,e000338,힐링파크쑥섬쑥섬,전남
64,e000340,밀리오레,서울
65,e000342,힐링파크쑥섬쑥섬,전남
66,e000344,미즈노 씨네 트리하우스,전북
67,e000345,미유 애월점,제주특별자치도
68,e000345,민오름,제주특별자치도
69,e000346,힐링파크쑥섬쑥섬,전남
70,e000347,미유 애월점,제주특별자치도
71,e000347,민오름,제주특별자치도
72,e000350,미유 애월점,제주특별자치도
73,e000350,민오름,제주특별자치도
74,e000353,미인폭포,강원
75,e000353,민우당 서림,강원
76,e000357,미유 애월점,제주특별자치도
77,e000357,민오름,제주특별자치도
78,e000360,미유 애월점,제주특별자치도
79,e000360,민오름,제주특별자치도
80,e000362,미인폭포,강원
81,e000362,민우당 서림,강원
82,e000364,힐링파크쑥섬쑥섬,전남
83,e000366,미인폭포,강원
84,e000366,민우당 서림,강원
85,e000369,민락수변공원,부산
86,e000369,민락 회 타운 시장,부산
87,e000371,미유 애월점,제주특별자치도
88,e000371,민오름,제주특별자치도
89,e000373,미인폭포,강원
90,e000373,민우당 서림,강원
91,e000375,미유 애월점,제주특별자치도
92,e000375,민오름,제주특별자치도
93,e000376,미유 애월점,제주특별자치도
94,e000376,민오름,제주특별자치도
95,e000379,미인폭포,강원
96,e000379,민우당 서림,강원
97,e000384,미인폭포,강원
98,e000384,민우당 서림,강원
99,e000385,미유 애월점,제주특별자치도
100,e000385,민오름,제주특별자치도
101,e000395,미유 애월점,제주특별자치도
102,e000395,민오름,제주특별자치도
103,e000396,미인폭포,강원
104,e000396,민우당 서림,강원
105,e000401,힐링파크쑥섬쑥섬,전남
106,e000403,밀란 더 마켓,부산
107,e000403,민락수변공원,부산
108,e000406,민락수변공원,부산
109,e000406,민락 회 타운 시장,부산
110,e000407,미유 애월점,제주특별자치도
111,e000407,민오름,제주특별자치도
112,e000409,미인폭포,강원
113,e000409,민우당 서림,강원
114,e000412,미인폭포,강원
115,e000412,민우당 서림,강원
116,e000418,미유 애월점,제주특별자치도
117,e000418,민오름,제주특별자치도
118,e000422,민락 회 타운 시장,부산
119,e000422,민락수변공원,부산
120,e000429,미인폭포,강원
121,e000429,민우당 서림,강원
122,e000430,미유 애월점,제주특별자치도
123,e000430,민오름,제주특별자치도
124,e000432,미유 애월점,제주특별자치도
125,e000432,민오름,제주특별자치도
126,e000435,미인폭포,강원
127,e000435,민우당 서림,강원
128,e000437,민락수변공원,부산
129,e000437,민락 회 타운 시장,부산
130,e000438,미쁜 제과,제주특별자치도
131,e000438,민오름,제주특별자치도
132,e000443,미유 애월점,제주특별자치도
133,e000443,민오름,제주특별자치도
134,e000445,미인폭포,강원
135,e000445,민우당 서림,강원
136,e000447,힐링파크쑥섬쑥섬,전남
137,e000448,미유 애월점,제주특별자치도
138,e000448,민오름,제주특별자치도
139,e000450,미인폭포,강원
140,e000450,민우당 서림,강원
141,e000453,미쁜 제과,제주특별자치도
142,e000453,민오름,제주특별자치도
143,e000454,미유 애월점,제주특별자치도
144,e000454,민오름,제주특별자치도
145,e000460,미유 애월점,제주특별자치도
146,e000460,민오름,제주특별자치도
147,e000463,미인폭포,강원
148,e000463,민우당 서림,강원
149,e000473,미인폭포,강원
150,e000473,민우당 서림,강원
151,e000474,미인폭포,강원
152,e000474,민우당 서림,강원
153,e000477,미유 애월점,제주특별자치도
154,e000477,민오름,제주특별자치도
155,e000479,힐링파크쑥섬쑥섬,전남
156,e000481,힐링파크쑥섬쑥섬,전남
157,e000482,미인폭포,강원
158,e000482,민우당 서림,강원
159,e000486,힐링파크쑥섬쑥섬,전남
160,e000490,민락수변공원,부산
161,e000490,민락 회 타운 시장,부산
162,e000491,미유 애월점,제주특별자치도
163,e000491,민오름,제주특별자치도
164,e000496,미유 애월점,제주특별자치도
165,e000496,민오름,제주특별자치도
166,e000500,미유 애월점,제주특별자치도
167,e000500,민오름,제주특별자치도
168,e000505,힐링파크쑥섬쑥섬,전남
169,e000506,민락수변공원,부산
170,e000506,민락 회 타운 시장,부산
171,e000507,밀란 더 마켓,부산
172,e000507,민락수변공원,부산
173,e000507,민락 회 타운 시장,부산
174,e000509,민락수변공원,부산
175,e000509,민락 회 타운 시장,부산
176,e000510,미인폭포,강원
177,e000510,민우당 서림,강원
178,e000514,힐링파크쑥섬쑥섬,전남
179,e000515,미인폭포,강원
180,e000515,민우당 서림,강원
181,e000521,미인폭포,강원
182,e000521,민우당 서림,강원
183,e000524,힐링파크쑥섬쑥섬,전남
184,e000526,힐링파크쑥섬쑥섬,전남
185,e000531,힐링파크쑥섬쑥섬,전남
186,e000533,미유 애월점,제주특별자치도
187,e000533,민오름,제주특별자치도
188,e000535,힐링파크쑥섬쑥섬,전남
189,e000536,힐링파크쑥섬쑥섬,전남
190,e000541,힐링파크쑥섬쑥섬,전남
191,e000544,미인폭포,강원
192,e000544,민우당 서림,강원
193,e000547,힐링파크쑥섬쑥섬,전남
194,e000548,미유 애월점,제주특별자치도
195,e000548,민오름,제주특별자치도
196,e000550,힐링파크쑥섬쑥섬,전남
197,e000552,민락수변공원,부산
198,e000552,민락 회 타운 시장,부산
199,e000557,힐링파크쑥섬쑥섬,전남
200,e000561,민락수변공원,부산
201,e000561,민락 회 타운 시장,부산
202,e000563,미인폭포,강원
203,e000563,민우당 서림,강원
204,e000564,밀양강,경남
205,e000566,미시령,강원특별자치도
206,e000566,민우당 서림,강원특별자치도
207,e000567,미유 애월점,제주특별자치도
208,e000567,민오름,제주특별자치도
209,e000569,미인폭포,강원
210,e000569,민우당 서림,강원
211,e000571,미유 애월점,제주특별자치도
212,e000571,민오름,제주특별자치도
213,e000574,밀리오레,서울
214,e000579,힐링파크쑥섬쑥섬,전남
215,e000580,미유 애월점,제주특별자치도
216,e000580,민오름,제주특별자치도
217,e000584,미유 애월점,제주특별자치도
218,e000584,민오름,제주특별자치도
219,e000588,힐링파크쑥섬쑥섬,전남
220,e000590,미유 애월점,제주특별자치도
221,e000590,민오름,제주특별자치도
222,e000591,민락수변공원,부산
223,e000591,민락 회 타운 시장,부산
224,e000595,미유 애월점,제주특별자치도
225,e000595,민오름,제주특별자치도
226,e000599,힐링파크쑥섬쑥섬,전남
227,e000602,힐링파크쑥섬쑥섬,전남
228,e000603,민락수변공원,부산
229,e000603,민락 회 타운 시장,부산
230,e000604,미유 애월점,제주특별자치도
231,e000604,민오름,제주특별자치도
232,e000605,미인폭포,강원
233,e000605,민우당 서림,강원
234,e000607,미유 애월점,제주특별자치도
235,e000607,민오름,제주특별자치도
236,e000608,미인폭포,강원
237,e000608,민우당 서림,강원
238,e000612,미인폭포,강원
239,e000612,민우당 서림,강원
240,e000615,민락수변공원,부산
241,e000615,민락 회 타운 시장,부산
242,e000618,힐링파크쑥섬쑥섬,전남
243,e000620,미인폭포,강원
244,e000620,민우당 서림,강원
245,e000621,미유 애월점,제주특별자치도
246,e000621,민오름,제주특별자치도
247,e000622,미유 애월점,제주특별자치도
248,e000622,민오름,제주특별자치도
249,e000625,미인폭포,강원
250,e000625,민우당 서림,강원
251,e000627,힐링파크쑥섬쑥섬,전남
252,e000632,미인폭포,강원
253,e000632,민우당 서림,강원
254,e000637,미유 애월점,제주특별자치도
255,e000637,민오름,제주특별자치도
256,e000639,미인폭포,강원
257,e000639,민우당 서림,강원
258,e000645,미인폭포,강원
259,e000645,민우당 서림,강원
260,e000646,힐링파크쑥섬쑥섬,전남
261,e000647,미인폭포,강원
262,e000647,민우당 서림,강원
263,e000648,미유 애월점,제주특별자치도
264,e000648,민오름,제주특별자치도
265,e000650,무량사,강원
266,e000650,민우당 서림,강원
267,e000651,미인폭포,강원
268,e000651,민우당 서림,강원
269,e000655,미유 애월점,제주특별자치도
270,e000655,민오름,제주특별자치도
271,e000662,힐링파크쑥섬쑥섬,전남
272,e000666,미유 애월점,제주특별자치도
273,e000666,민오름,제주특별자치도
274,e000668,미유 애월점,제주특별자치도
275,e000668,민오름,제주특별자치도
276,e000669,민락수변공원,부산
277,e000669,민락 회 타운 시장,부산
278,e000672,미유 애월점,제주특별자치도
279,e000672,민오름,제주특별자치도
280,e000673,힐링파크쑥섬쑥섬,전남
281,e000680,민락 회 타운 시장,부산
282,e000680,민락수변공원,부산
283,e000682,밀리오레,서울
284,e000686,미인폭포,강원
285,e000686,민우당 서림,강원
286,e000689,미인폭포,강원
287,e000689,민우당 서림,강원
288,e000691,미유 애월점,제주특별자치도
289,e000691,민오름,제주특별자치도
290,e000693,민락수변공원,부산
291,e000693,민락 회 타운 시장,부산
292,e000695,미시령,강원특별자치도
293,e000695,민우당 서림,강원특별자치도
294,e000696,미시령,강원특별자치도
295,e000696,민우당 서림,강원특별자치도
296,e000699,힐링파크쑥섬쑥섬,전남
297,e000699,미황사,전남
298,e000700,민락수변공원,부산
299,e000700,민락 회 타운 시장,부산
300,e000704,힐링파크쑥섬쑥섬,전남
301,e000705,미인폭포,강원
302,e000705,민우당 서림,강원
303,e000706,미유 애월점,제주특별자치도
304,e000706,민오름,제주특별자치도
305,e000709,힐링파크쑥섬쑥섬,전남
306,e000715,미유 애월점,제주특별자치도
307,e000715,민오름,제주특별자치도
308,e000717,미유 애월점,제주특별자치도
309,e000717,민오름,제주특별자치도
310,e000718,힐링파크쑥섬쑥섬,전남
311,e000734,힐링파크쑥섬쑥섬,전남
312,e000737,미유 애월점,제주특별자치도
313,e000737,민오름,제주특별자치도
314,e000738,민락수변공원,부산
315,e000738,민락 회 타운 시장,부산
316,e000746,미인폭포,강원
317,e000746,민우당 서림,강원
318,e000751,미인폭포,강원
319,e000751,민우당 서림,강원
320,e000752,힐링파크쑥섬쑥섬,전남
321,e000760,미인폭포,강원
322,e000760,민우당 서림,강원
323,e000761,미유 애월점,제주특별자치도
324,e000761,민오름,제주특별자치도
325,e000762,미유 애월점,제주특별자치도
326,e000762,민오름,제주특별자치도
327,e000765,미인폭포,강원
328,e000765,민우당 서림,강원
329,e000767,미즈노 씨네 트리하우스,전북
330,e000771,미유 애월점,제주특별자치도
331,e000771,민오름,제주특별자치도
332,e000774,미인폭포,강원
333,e000774,민우당 서림,강원
334,e000782,미유 애월점,제주특별자치도
335,e000782,민오름,제주특별자치도
336,e000785,미인폭포,강원
337,e000785,민우당 서림,강원
338,e000787,미인폭포,강원
339,e000787,민우당 서림,강원
340,e000789,미인폭포,강원
341,e000789,민우당 서림,강원
342,e000791,미유 애월점,제주특별자치도
343,e000791,민오름,제주특별자치도
344,e000793,미유 애월점,제주특별자치도
345,e000793,민오름,제주특별자치도
346,e000794,민락수변공원,부산
347,e000794,민락 회 타운 시장,부산
348,e000801,힐링파크쑥섬쑥섬,전남
349,e000802,미인폭포,강원
350,e000802,민우당 서림,강원
351,e000803,미유 애월점,제주특별자치도
352,e000803,민오름,제주특별자치도
353,e000804,미유 애월점,제주특별자치도
354,e000804,민오름,제주특별자치도
355,e000805,힐링파크쑥섬쑥섬,전남
356,e000807,미유 애월점,제주특별자치도
357,e000807,민오름,제주특별자치도
358,e000810,힐링파크쑥섬쑥섬,전남
359,e000811,미유 애월점,제주특별자치도
360,e000811,민오름,제주특별자치도
361,e000812,미인폭포,강원
362,e000812,민우당 서림,강원
363,e000817,미인폭포,강원
364,e000817,민우당 서림,강원
365,e000823,민락수변공원,부산
366,e000823,민락 회 타운 시장,부산
367,e000828,미황사,전남
368,e000828,힐링파크쑥섬쑥섬,전남
369,e000830,밀리오레,서울
370,e000831,미인폭포,강원
371,e000831,민우당 서림,강원
372,e000838,힐링파크쑥섬쑥섬,전남
373,e000841,미황사,전남
374,e000841,힐링파크쑥섬쑥섬,전남
375,e000844,밀리오레,서울
376,e000847,민우당 서림,강원특별자치도
377,e000849,미유 애월점,제주특별자치도
378,e000849,민오름,제주특별자치도
379,e000850,미인폭포,강원
380,e000850,민우당 서림,강원
381,e000852,미인폭포,강원
382,e000852,민우당 서림,강원
383,e000856,미리내 성지,경기
384,e000859,미유 애월점,제주특별자치도
385,e000859,민오름,제주특별자치도
386,e000861,미사 경정공원 조정 카누경기장,경기
387,e000863,힐링파크쑥섬쑥섬,전남
388,e000866,민락수변공원,부산
389,e000866,민락 회 타운 시장,부산
390,e000877,밀리오레,서울
391,e000883,미인폭포,강원
392,e000883,민우당 서림,강원
393,e000886,미유 애월점,제주특별자치도
394,e000886,민오름,제주특별자치도
395,e000889,미유 애월점,제주특별자치도
396,e000889,민오름,제주특별자치도
397,e000899,미인폭포,강원
398,e000899,민우당 서림,강원
399,e000902,힐링파크쑥섬쑥섬,전남
400,e000903,힐링파크쑥섬쑥섬,전남
401,e000905,미인폭포,강원
402,e000905,민우당 서림,강원
403,e000906,미유 애월점,제주특별자치도
404,e000906,민오름,제주특별자치도
405,e000907,힐링파크쑥섬쑥섬,전남
406,e000910,미인폭포,강원
407,e000910,민우당 서림,강원
408,e000914,힐링파크쑥섬쑥섬,전남
409,e000917,민락수변공원,부산
410,e000917,민락 회 타운 시장,부산
411,e000930,미시령,강원특별자치도
412,e000930,민우당 서림,강원특별자치도
413,e000932,미유 애월점,제주특별자치도
414,e000932,민오름,제주특별자치도
415,e000935,미인폭포,강원
416,e000935,민우당 서림,강원
417,e000936,힐링파크쑥섬쑥섬,전남
418,e000942,힐링파크쑥섬쑥섬,전남
419,e000946,미유 애월점,제주특별자치도
420,e000946,민오름,제주특별자치도
421,e000947,미레나,제주특별자치도
422,e000947,민오름,제주특별자치도
423,e000949,미인폭포,강원
424,e000949,민우당 서림,강원
425,e000950,미인폭포,강원
426,e000950,민우당 서림,강원
427,e000951,민둥산,강원특별자치도
428,e000956,미인폭포,강원
429,e000956,민우당 서림,강원
430,e000959,힐링파크쑥섬쑥섬,전남
431,e000961,미유 애월점,제주특별자치도
432,e000961,민오름,제주특별자치도
433,e000962,밀리오레,서울
434,e000964,힐링파크쑥섬쑥섬,전남
435,e000966,미유 애월점,제주특별자치도
436,e000966,민오름,제주특별자치도
437,e000967,미유 애월점,제주특별자치도
438,e000967,민오름,제주특별자치도
439,e000973,미인폭포,강원
440,e000973,민우당 서림,강원
441,e000976,힐링파크쑥섬쑥섬,전남
442,e000983,미인폭포,강원
443,e000983,민우당 서림,강원
444,e000984,미유 애월점,제주특별자치도
445,e000984,민오름,제주특별자치도
446,e000986,미인폭포,강원
447,e000986,민우당 서림,강원
448,e000987,미인폭포,강원
449,e000987,민우당 서림,강원
450,e000992,미인폭포,강원
451,e000992,민우당 서림,강원
452,e000993,미인폭포,강원
453,e000993,민우당 서림,강원
454,e000994,미인폭포,강원
455,e000994,민우당 서림,강원
456,e000995,미인폭포,강원
457,e000995,민우당 서림,강원
458,e000996,힐링파크쑥섬쑥섬,전남
459,e000997,힐링파크쑥섬쑥섬,전남
460,e000998,미유 애월점,제주특별자치도
461,e000998,민오름,제주특별자치도
462,e000999,미인폭포,강원
463,e000999,민우당 서림,강원
464,e001001,힐링파크쑥섬쑥섬,전남
465,e001007,미유 애월점,제주특별자치도
466,e001007,민오름,제주특별자치도
467,e001009,힐링파크쑥섬쑥섬,전남
468,e001012,밀양강,경남
469,e001013,미유 애월점,제주특별자치도
470,e001013,민오름,제주특별자치도
471,e001014,힐링파크쑥섬쑥섬,전남
472,e001019,미유 애월점,제주특별자치도
473,e001019,민오름,제주특별자치도
474,e001022,힐링파크쑥섬쑥섬,전남
475,e001023,미인폭포,강원
476,e001023,민우당 서림,강원
477,e001024,밀양강,경남
478,e001025,미인폭포,강원
479,e001025,민우당 서림,강원
480,e001026,힐링파크쑥섬쑥섬,전남
481,e001029,미황사,전남
482,e001029,힐링파크쑥섬쑥섬,전남
483,e001031,미유 애월점,제주특별자치도
484,e001031,민오름,제주특별자치도
485,e001032,미유 애월점,제주특별자치도
486,e001032,민오름,제주특별자치도
487,e001040,미인폭포,강원
488,e001040,민우당 서림,강원
489,e001041,미유 애월점,제주특별자치도
490,e001041,민오름,제주특별자치도
491,e001045,미인폭포,강원특별자치도
492,e001045,민둥산,강원특별자치도
493,e001049,미인폭포,강원
494,e001049,민우당 서림,강원
495,e001057,미유 애월점,제주특별자치도
496,e001057,민오름,제주특별자치도
497,e001061,미유 애월점,제주특별자치도
498,e001061,민오름,제주특별자치도
499,e001062,힐링파크쑥섬쑥섬,전남
500,e001063,미유 애월점,제주특별자치도
501,e001063,민오름,제주특별자치도
502,e001068,힐링파크쑥섬쑥섬,전남
503,e001069,미유 애월점,제주특별자치도
504,e001069,민오름,제주특별자치도
505,e001070,미인폭포,강원
506,e001070,민우당 서림,강원
507,e001071,힐링파크쑥섬쑥섬,전남
508,e001078,민락수변공원,부산
509,e001078,민락 회 타운 시장,부산
510,e001081,미인폭포,강원
511,e001081,민우당 서림,강원
512,e001084,힐링파크쑥섬쑥섬,전남
513,e001085,미인폭포,강원
514,e001085,민우당 서림,강원
515,e001093,미인폭포,강원
516,e001093,민우당 서림,강원
517,e001097,미유 애월점,제주특별자치도
518,e001097,민오름,제주특별자치도
519,e001104,힐링파크쑥섬쑥섬,전남
520,e001108,미유 애월점,제주특별자치도
521,e001108,민오름,제주특별자치도
522,e001110,미유 애월점,제주특별자치도
523,e001110,민오름,제주특별자치도
524,e001112,힐링파크쑥섬쑥섬,전남
525,e001113,힐링파크쑥섬쑥섬,전남
526,e001114,미유 애월점,제주특별자치도
527,e001114,민오름,제주특별자치도
528,e001118,미유 애월점,제주특별자치도
529,e001118,민오름,제주특별자치도
530,e001122,미유 애월점,제주특별자치도
531,e001122,민오름,제주특별자치도
532,e001124,미인폭포,강원
533,e001124,민우당 서림,강원
534,e001125,밀양강,경남
535,e001126,미유 애월점,제주특별자치도
536,e001126,민오름,제주특별자치도
537,e001130,밀리오레,서울
538,e001131,힐링파크쑥섬쑥섬,전남
539,e001133,미유 애월점,제주특별자치도
540,e001133,민오름,제주특별자치도
541,e001134,미유 애월점,제주특별자치도
542,e001134,민오름,제주특별자치도
543,e001139,미유 애월점,제주특별자치도
544,e001139,민오름,제주특별자치도
545,e001142,미유 애월점,제주특별자치도
546,e001142,민오름,제주특별자치도
547,e001146,미인폭포,강원
548,e001146,민우당 서림,강원
549,e001147,미인폭포,강원
550,e001147,민우당 서림,강원
551,e001149,미인폭포,강원
552,e001149,민우당 서림,강원
553,e001150,힐링파크쑥섬쑥섬,전남
554,e001156,민락수변공원,부산
555,e001156,민락 회 타운 시장,부산
556,e001159,힐링파크쑥섬쑥섬,전남
557,e001161,미유 애월점,제주특별자치도
558,e001161,민오름,제주특별자치도
559,e001164,밀양강,경남
560,e001166,밀리오레,서울
561,e001171,미유 애월점,제주특별자치도
562,e001171,민오름,제주특별자치도
563,e001172,미인폭포,강원
564,e001172,민우당 서림,강원
565,e001173,힐링파크쑥섬쑥섬,전남
566,e001174,밀리오레,서울
567,e001176,미유 애월점,제주특별자치도
568,e001176,민오름,제주특별자치도
569,e001178,힐링파크쑥섬쑥섬,전남
570,e001180,미인폭포,강원
571,e001180,민우당 서림,강원
572,e001182,밀리오레,서울
573,e001188,미유 애월점,제주특별자치도
574,e001188,민오름,제주특별자치도
575,e001190,미유 애월점,제주특별자치도
576,e001190,민오름,제주특별자치도
577,e001194,미인폭포,강원
578,e001194,민우당 서림,강원
579,e001200,힐링파크쑥섬쑥섬,전남
580,e001201,힐링파크쑥섬쑥섬,전남
581,e001207,미리내공원,경기
582,e001207,미호,경기
583,e001209,미유 애월점,제주특별자치도
584,e001209,민오름,제주특별자치도
585,e001211,미인폭포,강원
586,e001211,민우당 서림,강원
587,e001212,미인폭포,강원
588,e001212,민우당 서림,강원
589,e001215,미인폭포,강원
590,e001215,민우당 서림,강원
591,e001220,미로 예술 원주 중앙시장,강원
592,e001220,민우당 서림,강원
593,e001233,힐링파크쑥섬쑥섬,전남
594,e001235,미로 예술 원주 중앙시장,강원
595,e001235,민우당 서림,강원
596,e001239,민락수변공원,부산
597,e001239,민락 회 타운 시장,부산
598,e001243,민락수변공원,부산
599,e001243,민락 회 타운 시장,부산
600,e001244,미인폭포,강원
601,e001244,민우당 서림,강원
602,e001246,미유 애월점,제주특별자치도
603,e001246,민오름,제주특별자치도
604,e001247,민락 회 타운 시장,부산
605,e001247,민락수변공원,부산
606,e001251,힐링파크쑥섬쑥섬,전남
607,e001252,힐링파크쑥섬쑥섬,전남
608,e001253,미리내 성지,경기
609,e001254,미유 애월점,제주특별자치도
610,e001254,민오름,제주특별자치도
611,e001257,미인폭포,강원
612,e001257,민우당 서림,강원
613,e001262,미인폭포,강원
614,e001262,민우당 서림,강원
615,e001264,미유 애월점,제주특별자치도
616,e001264,민오름,제주특별자치도
617,e001265,미인폭포,강원
618,e001265,민우당 서림,강원
619,e001267,밀양강,경남
620,e001268,부산 시립미술관,부산
621,e001271,미인폭포,강원
622,e001271,민우당 서림,강원
623,e001273,미인폭포,강원
624,e001273,민우당 서림,강원
625,e001276,힐링파크쑥섬쑥섬,전남
626,e001279,밀양강,경남
627,e001280,힐링파크쑥섬쑥섬,전남
628,e001281,미인폭포,강원
629,e001281,민우당 서림,강원
630,e001283,힐링파크쑥섬쑥섬,전남
631,e001287,미유 애월점,제주특별자치도
632,e001287,민오름,제주특별자치도
633,e001288,밀란 더 마켓,부산
634,e001288,민락수변공원,부산
635,e001291,미인폭포,강원
636,e001291,민우당 서림,강원
637,e001295,미인폭포,강원
638,e001295,민우당 서림,강원
639,e001301,미즈노 씨네 트리하우스,전북
640,e001308,미유 애월점,제주특별자치도
641,e001308,민오름,제주특별자치도
642,e001315,미인폭포,강원
643,e001315,민우당 서림,강원
644,e001316,미유 애월점,제주특별자치도
645,e001316,민오름,제주특별자치도
646,e001321,민락수변공원,부산
647,e001321,민락 회 타운 시장,부산
648,e001325,미인폭포,강원
649,e001325,민우당 서림,강원
650,e001329,미인폭포,강원
651,e001329,민우당 서림,강원
652,e001330,힐링파크쑥섬쑥섬,전남
653,e001331,미인폭포,강원
654,e001331,민우당 서림,강원
655,e001341,미유 애월점,제주특별자치도
656,e001341,민오름,제주특별자치도
657,e001343,미유 애월점,제주특별자치도
658,e001343,민오름,제주특별자치도
659,e001344,미유 애월점,제주특별자치도
660,e001344,민오름,제주특별자치도
661,e001346,미유 애월점,제주특별자치도
662,e001346,민오름,제주특별자치도
663,e001351,미인폭포,강원
664,e001351,민우당 서림,강원
665,e001356,밀양강,경남
666,e001359,힐링파크쑥섬쑥섬,전남
667,e001360,미인폭포,강원
668,e001360,민우당 서림,강원
669,e001367,미시령,강원특별자치도
670,e001367,민우당 서림,강원특별자치도
671,e001368,미유 애월점,제주특별자치도
672,e001368,민오름,제주특별자치도
673,e001371,힐링파크쑥섬쑥섬,전남
674,e001371,미황사,전남
675,e001375,미유 애월점,제주특별자치도
676,e001375,민오름,제주특별자치도
677,e001377,힐링파크쑥섬쑥섬,전남
678,e001380,미인폭포,강원
679,e001380,민우당 서림,강원
680,e001382,힐링파크쑥섬쑥섬,전남
681,e001384,미유 애월점,제주특별자치도
682,e001384,민오름,제주특별자치도
683,e001393,미시령,강원특별자치도
684,e001393,미인폭포,강원특별자치도
685,e001396,미인폭포,강원
686,e001396,민우당 서림,강원
687,e001398,미유 애월점,제주특별자치도
688,e001398,민오름,제주특별자치도
689,e001400,미인폭포,강원
690,e001400,민우당 서림,강원
691,e001401,미인폭포,강원
692,e001401,민우당 서림,강원
693,e001409,미인폭포,강원
694,e001409,민우당 서림,강원
695,e001411,미유 애월점,제주특별자치도
696,e001411,민오름,제주특별자치도
697,e001412,힐링파크쑥섬쑥섬,전남
698,e001413,힐링파크쑥섬쑥섬,전남
699,e001414,밀양강,경남
700,e001415,민락수변공원,부산
701,e001415,민락 회 타운 시장,부산
702,e001421,미즈노 씨네 트리하우스,전북
703,e001422,밀리오레,서울
704,e001423,미유 애월점,제주특별자치도
705,e001423,민오름,제주특별자치도
706,e001424,미유 애월점,제주특별자치도
707,e001424,민오름,제주특별자치도
708,e001426,미인폭포,강원
709,e001426,민우당 서림,강원
710,e001427,미유 애월점,제주특별자치도
711,e001427,민오름,제주특별자치도
712,e001428,미유 애월점,제주특별자치도
713,e001428,민오름,제주특별자치도
714,e001429,미인폭포,강원
715,e001429,민우당 서림,강원
716,e001430,미황사,전남
717,e001431,힐링파크쑥섬쑥섬,전남
718,e001432,힐링파크쑥섬쑥섬,전남
719,e001436,미유 애월점,제주특별자치도
720,e001436,민오름,제주특별자치도
721,e001438,미인폭포,강원
722,e001438,민우당 서림,강원
723,e001440,힐링파크쑥섬쑥섬,전남
724,e001443,민락수변공원,부산
725,e001443,민락 회 타운 시장,부산
726,e001448,미유 애월점,제주특별자치도
727,e001448,민오름,제주특별자치도
728,e001449,미유 애월점,제주특별자치도
729,e001449,민오름,제주특별자치도
730,e001452,미유 애월점,제주특별자치도
731,e001452,민오름,제주특별자치도
732,e001458,미인폭포,강원
733,e001458,민우당 서림,강원
734,e001459,힐링파크쑥섬쑥섬,전남
735,e001462,미인폭포,강원
736,e001462,민우당 서림,강원
737,e001464,미인폭포,강원
738,e001464,민우당 서림,강원
739,e001467,민락 회 타운 시장,부산
740,e001468,힐링파크쑥섬쑥섬,전남
741,e001470,미인폭포,강원
742,e001470,민우당 서림,강원
743,e001481,미유 애월점,제주특별자치도
744,e001481,민오름,제주특별자치도
745,e001482,힐링파크쑥섬쑥섬,전남
746,e001485,미인폭포,강원
747,e001485,민우당 서림,강원
748,e001489,힐링파크쑥섬쑥섬,전남
749,e001499,미유 애월점,제주특별자치도
750,e001499,민오름,제주특별자치도
