,userID,itemID,SIDO
2143,e004601,밀리오레,서울
2144,e004602,미인폭포,강원
2145,e004602,민우당 서림,강원
2146,e004606,미유 애월점,제주특별자치도
2147,e004606,민오름,제주특별자치도
2148,e004612,힐링파크쑥섬쑥섬,전남
2149,e004614,미유 애월점,제주특별자치도
2150,e004614,민오름,제주특별자치도
2151,e004617,미인폭포,강원
2152,e004617,민우당 서림,강원
2153,e004627,힐링파크쑥섬쑥섬,전남
2154,e004629,미인폭포,강원
2155,e004629,민우당 서림,강원
2156,e004640,미인폭포,강원
2157,e004640,민우당 서림,강원
2158,e004644,힐링파크쑥섬쑥섬,전남
2159,e004645,미유 애월점,제주특별자치도
2160,e004645,민오름,제주특별자치도
2161,e004651,힐링파크쑥섬쑥섬,전남
2162,e004653,미인폭포,강원
2163,e004653,민우당 서림,강원
2164,e004657,미인폭포,강원
2165,e004657,민우당 서림,강원
2166,e004658,미즈노 씨네 트리하우스,전북
2167,e004668,미유 애월점,제주특별자치도
2168,e004668,민오름,제주특별자치도
2169,e004673,힐링파크쑥섬쑥섬,전남
2170,e004673,미황사,전남
2171,e004675,힐링파크쑥섬쑥섬,전남
2172,e004678,미인폭포,강원
