TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
g000515,44,남,40,1,1,1,3,3,5,3,6,2,1,3,1
g000516,28,여,20,2,6,2,3,5,5,6,7,1,7,5,0
g000518,45,여,20,3,1,1,4,5,5,1,7,8,1,5,0
g000519,47,남,30,4,1,2,2,4,4,2,7,1,3,5,3
g000520,11,여,60,1,2,3,3,3,3,3,3,8,1,7,2
g000522,44,여,20,2,2,1,4,5,5,4,6,2,7,1,1
g000523,48,여,40,4,2,6,1,1,1,3,4,8,2,1,4
g000532,30,남,30,2,2,4,3,1,3,5,2,3,2,1,1
g000536,11,남,60,4,2,2,2,4,5,2,4,8,3,4,1
g000539,30,남,50,4,5,4,4,4,4,4,4,2,1,3,4
g000540,29,남,50,7,1,1,1,1,7,1,4,2,3,6,3
g000541,41,남,30,3,2,4,2,4,4,3,1,1,4,7,0
g000544,44,여,30,2,1,6,4,6,3,3,6,1,4,2,0
g000545,46,여,30,5,1,2,4,5,5,2,3,2,1,8,0
g000546,45,남,20,4,1,1,5,6,4,5,6,2,1,4,0
g000552,29,여,30,5,3,5,4,6,6,4,5,7,6,2,0
g000556,43,남,50,1,1,4,4,7,3,1,2,1,2,3,3
g000558,41,남,40,1,3,2,4,4,5,4,5,1,3,2,1
g000560,41,남,20,1,1,4,6,1,2,1,7,2,7,3,1
g000562,41,남,20,6,4,3,7,5,3,7,6,1,7,5,0
g000569,11,여,60,1,4,1,4,1,1,1,4,7,,,2
g000570,11,남,50,7,7,7,1,4,7,4,5,3,2,5,3
g000571,41,남,40,2,4,3,4,3,3,4,5,9,,,8
g000572,41,여,50,1,4,1,1,1,4,4,4,3,9,1,1
g000575,31,여,30,3,1,4,1,4,4,4,6,2,3,5,5
g000577,11,남,50,2,2,6,3,3,5,2,6,1,9,3,3
g000581,11,여,40,1,1,4,4,4,4,1,4,1,3,2,5
g000582,36,남,30,5,6,4,3,7,4,6,2,8,7,3,3
g000585,41,여,30,4,6,3,2,7,6,1,2,1,3,7,2
g000590,48,여,30,5,3,6,5,6,6,6,2,8,7,3,3
g000592,41,여,40,3,1,1,4,7,6,2,5,3,8,7,3
g000602,41,남,30,6,2,1,5,6,4,6,5,1,2,3,2
g000604,11,남,30,2,1,2,1,6,6,7,1,8,7,1,1
g000605,30,여,40,4,3,2,4,5,6,2,6,7,1,9,3
g000606,45,남,40,7,7,1,6,3,3,1,4,2,1,3,2
g000607,41,남,30,3,3,5,6,1,2,6,1,3,2,1,1
g000610,43,남,40,6,4,6,6,6,6,4,7,6,3,1,7
g000611,11,남,30,2,2,3,5,3,2,2,6,3,2,1,1
g000612,43,여,20,7,1,7,1,1,6,1,7,1,2,4,0
g000613,44,남,30,4,5,3,3,3,4,6,6,2,8,1,0
g000614,44,여,40,4,5,3,4,3,4,3,4,1,7,3,1
g000618,11,여,40,6,1,1,1,4,5,2,6,3,2,1,3
g000619,41,여,50,1,2,2,2,5,5,3,5,3,1,2,3
g000622,29,남,30,2,1,3,3,1,3,1,7,8,3,1,2
g000624,30,여,20,4,6,5,3,5,2,2,5,7,6,1,0
g000628,11,여,20,1,1,1,6,6,1,7,6,6,2,7,0
g000629,11,여,50,2,2,2,3,3,5,2,5,7,1,3,3
g000634,11,남,40,2,3,1,3,6,1,2,7,1,7,5,1
g000636,43,남,30,1,4,1,1,7,1,1,7,5,7,1,3
g000637,46,여,30,3,3,2,3,3,3,4,2,1,2,3,3
g000638,50,남,20,4,1,1,1,1,1,3,4,6,7,1,1
g000639,41,남,30,2,2,3,3,6,3,6,6,3,1,2,1
g000642,11,남,30,6,6,4,6,5,2,1,2,3,2,8,3
g000643,11,남,30,2,1,3,2,2,4,2,5,1,8,2,1
g000647,46,남,20,4,2,2,2,4,2,4,4,1,2,10,0
g000648,46,남,20,3,2,4,2,4,3,2,7,3,2,1,1
g000651,43,남,30,2,6,7,7,5,2,6,7,3,6,2,1
g000653,11,여,50,2,6,1,2,7,2,6,6,2,8,1,3
g000654,46,여,30,4,2,2,6,6,6,6,2,1,3,4,3
g000657,29,여,40,3,3,1,4,6,6,2,6,8,7,3,3
g000658,11,남,50,2,4,3,2,3,4,3,5,2,3,6,2
g000665,30,여,30,2,3,2,3,3,5,3,5,3,1,7,2
g000670,44,남,40,3,3,2,6,3,2,1,3,1,3,2,3
g000672,11,남,40,3,2,3,4,6,3,2,2,3,8,1,3
g000675,43,남,30,2,2,2,4,4,4,3,3,1,8,3,3
g000678,28,남,40,3,2,2,4,6,4,2,5,6,1,8,0
g000680,41,남,40,2,2,2,6,6,6,2,4,3,1,2,3
g000681,30,여,30,1,7,7,1,1,7,7,1,3,2,1,3
g000682,43,여,30,2,4,3,2,6,6,2,6,6,1,3,4
g000685,29,남,40,1,1,2,4,6,1,2,6,3,8,1,1
g000687,36,여,40,2,1,6,2,2,6,2,6,3,2,7,2
g000688,29,여,50,1,6,4,5,2,5,2,7,3,1,7,2
g000689,28,남,40,4,4,3,4,3,3,1,5,3,2,1,2
g000695,41,여,30,2,2,1,4,2,2,3,7,2,3,,3
g000696,41,여,20,7,2,1,6,7,7,1,7,1,7,10,0
g000697,11,남,20,4,2,1,4,4,4,4,7,1,2,7,0
g000698,29,여,40,4,1,1,6,2,6,7,7,1,5,3,3
g000699,11,여,30,4,1,1,3,1,4,7,5,6,5,2,0
g000701,29,남,30,2,2,2,2,5,3,6,6,2,,,1
g000702,41,남,40,2,3,2,4,4,3,1,5,3,8,2,3
g000703,11,여,20,2,3,1,6,7,1,2,1,6,1,5,0
g000709,11,여,20,2,1,1,2,7,2,2,6,7,8,4,0
g000710,11,여,20,5,1,5,2,2,4,6,4,1,2,7,0
g000712,11,여,30,3,2,2,5,5,2,6,6,8,1,2,0
g000714,11,여,30,4,1,2,1,4,5,6,6,2,1,3,1
g000716,28,여,30,5,4,3,1,2,2,2,5,7,3,2,1
g000717,46,여,30,6,2,1,3,6,5,7,2,9,1,2,3
g000719,28,남,30,4,2,1,2,2,5,2,7,1,3,6,2
g000722,30,여,50,2,6,6,6,2,6,2,2,2,7,3,3
g000726,11,남,40,2,2,2,1,3,3,2,5,7,6,4,0
g000727,27,남,40,2,1,4,7,6,3,5,2,3,7,1,2
g000729,42,남,30,2,4,4,5,3,4,6,6,1,7,5,0
g000730,45,여,40,2,2,2,4,6,5,6,5,7,6,3,3
g000731,41,여,40,1,4,1,7,4,4,5,3,7,1,3,3
g000732,47,여,40,5,5,1,4,6,5,7,2,7,9,8,2
g000734,45,여,40,2,1,2,3,2,4,2,5,3,2,1,4
g000735,44,여,30,2,4,3,6,6,3,5,6,1,3,2,2
g000736,44,남,40,1,1,4,1,1,4,1,1,3,2,6,3
g000737,45,남,20,2,3,3,4,5,4,2,6,3,8,10,8
g000742,11,여,20,6,1,2,2,3,3,3,3,5,2,1,3
g000743,41,남,30,6,6,2,2,2,5,2,6,8,1,2,3
g000747,47,여,40,4,1,2,3,2,6,6,1,10,3,8,2
g000751,36,여,20,3,2,4,2,3,5,5,6,2,3,5,1
g000754,47,여,50,1,3,2,3,1,3,4,3,3,2,7,3
g000756,41,남,60,2,1,2,3,2,2,2,1,1,2,3,3
g000758,46,남,20,6,2,2,3,2,6,7,1,1,2,7,1
g000769,41,여,30,5,3,1,2,2,2,1,6,2,8,1,2
g000770,43,남,40,4,4,4,4,4,7,1,4,3,2,8,1
g000773,11,남,40,2,1,4,6,5,4,4,4,5,2,1,1
g000775,48,남,30,5,1,6,2,2,7,1,6,2,3,1,2
g000776,29,남,20,3,3,6,3,2,3,6,5,1,2,5,2
g000777,29,남,30,4,4,4,4,4,4,4,4,1,5,6,0
g000779,29,여,40,4,4,4,4,4,4,4,4,3,2,1,2
g000781,11,남,30,5,1,4,4,4,3,2,4,5,1,8,5
g000782,30,여,30,4,7,6,1,5,1,1,1,3,7,2,2
g000784,29,남,30,1,1,1,1,1,5,3,7,2,7,1,0
g000785,29,여,30,4,4,1,3,4,5,4,1,2,,,1
g000786,41,남,50,5,2,3,4,2,4,6,2,3,1,6,3
g000788,11,여,30,7,2,5,2,3,2,5,4,2,1,5,0
g000789,11,남,20,1,1,1,1,1,1,2,3,1,3,2,1
g000790,43,여,40,2,1,1,1,7,1,6,7,2,3,5,4
g000792,11,여,30,1,3,2,4,6,6,3,5,3,1,7,5
g000794,43,여,50,2,3,6,6,2,5,6,4,1,4,3,20
g000796,29,남,30,3,6,4,3,3,3,6,4,3,2,1,1
g000804,41,남,40,1,3,2,5,3,3,2,6,8,7,1,3
g000807,41,남,40,2,1,3,4,2,4,2,2,3,1,2,3
g000808,48,여,50,4,2,3,2,2,4,5,4,1,9,2,1
g000809,11,남,50,3,3,3,3,3,3,3,4,2,3,1,1
g000812,43,남,20,2,2,2,2,2,2,2,6,2,1,,2
g000815,41,여,50,2,6,2,6,6,6,7,4,7,8,3,2
g000818,44,여,30,2,2,6,6,6,6,7,6,8,1,2,3
g000819,46,여,50,1,1,4,1,1,3,2,1,10,2,8,3
g000820,41,여,40,6,6,5,4,6,4,5,5,1,3,2,3
g000826,36,여,30,6,7,1,6,7,2,6,1,3,7,1,3
g000831,11,여,30,2,2,2,4,5,6,6,5,1,3,2,3
g000832,29,여,30,1,1,2,4,4,4,4,4,1,7,2,3
g000834,45,여,50,2,4,5,4,6,3,2,4,8,3,1,3
g000836,30,여,20,1,1,7,1,1,7,1,7,5,2,4,0
g000842,27,여,40,1,1,1,4,7,7,1,7,1,9,8,7
g000845,44,남,30,3,1,3,2,2,4,2,6,2,1,3,1
g000846,44,남,30,6,6,6,3,6,6,6,6,3,2,1,1
g000848,36,여,40,1,6,1,4,2,6,1,6,4,1,6,0
g000859,11,여,40,2,2,1,2,6,4,3,5,7,3,8,2
g000861,11,남,50,4,6,5,2,3,5,3,6,3,1,,4
g000862,43,남,40,4,4,4,4,4,4,4,4,3,1,4,2
g000864,11,여,30,5,1,4,2,4,4,1,7,1,4,2,0
g000866,46,남,50,2,3,2,4,4,3,4,6,10,,,13
g000867,11,여,40,1,1,6,1,4,4,2,6,3,8,7,3
g000869,36,여,20,6,2,2,2,2,5,2,6,8,5,2,1
g000871,11,남,50,1,1,2,6,6,2,2,6,2,3,7,1
g000875,41,여,30,2,1,1,4,3,3,1,6,1,7,8,2
g000878,29,남,40,4,4,4,2,4,5,6,5,9,3,2,2
g000880,44,여,20,4,2,3,2,4,3,1,4,3,1,2,1
g000881,43,남,50,2,2,2,2,6,6,6,6,9,1,2,17
g000883,11,여,30,4,4,5,3,4,5,3,6,1,2,3,1
g000889,11,남,30,2,2,2,5,3,2,6,5,1,2,3,2
g000892,29,남,40,5,6,5,3,6,2,2,3,3,2,1,2
g000895,11,남,40,1,1,2,4,4,4,4,5,1,2,3,8
g000898,28,남,20,7,1,1,1,1,1,7,5,7,3,2,1
g000899,11,남,50,2,4,2,4,4,2,3,2,8,3,2,2
g000901,27,여,50,1,1,2,7,6,2,2,5,8,9,7,3
g000902,11,여,20,4,5,6,4,3,5,5,6,7,1,4,0
g000906,44,여,50,2,2,1,2,3,4,3,6,3,8,7,3
g000907,11,남,20,2,2,2,2,2,2,2,2,3,5,6,1
g000910,41,남,40,3,4,2,5,3,3,3,6,2,8,7,3
g000913,36,남,40,3,3,2,4,4,3,2,6,2,3,8,2
g000916,48,여,20,4,1,3,4,4,4,6,6,1,5,7,0
g000917,48,여,30,6,7,3,1,2,1,3,6,2,1,6,0
g000920,47,여,60,2,2,1,4,2,2,1,3,6,1,7,1
g000931,30,여,40,2,3,2,4,4,4,2,6,8,2,1,3
g000935,11,여,30,1,1,1,1,1,1,6,2,2,7,1,1
g000937,41,남,40,2,2,1,4,6,6,3,3,8,2,3,1
g000938,47,여,50,6,2,2,4,6,6,3,6,3,7,1,9
g000939,45,남,30,1,1,1,6,5,4,2,5,3,2,1,3
g000940,26,남,40,2,2,2,1,5,5,3,6,6,2,1,2
g000943,30,여,30,4,2,2,2,3,6,1,6,1,3,2,2
g000944,29,남,20,4,1,1,7,7,6,1,7,1,3,4,2
g000945,29,남,30,4,6,2,3,6,6,3,6,5,7,1,0
g000946,45,남,60,6,3,6,4,5,3,5,4,6,3,8,1
g000947,29,여,40,1,7,1,2,6,6,6,5,2,1,7,1
g000949,30,여,30,5,2,2,3,3,5,3,3,3,9,1,2
g000950,26,여,50,1,4,4,2,2,4,4,2,2,6,7,3
g000952,48,여,30,2,4,1,4,6,4,3,6,2,1,3,1
g000954,41,여,40,3,2,4,2,2,5,2,3,6,3,1,6
g000957,30,여,20,6,2,4,2,2,3,2,3,3,1,4,1
g000958,11,남,30,2,1,4,2,2,4,7,1,3,8,2,1
g000959,29,여,50,2,3,2,5,6,6,6,5,3,2,1,3
g000965,11,여,40,6,1,2,2,2,3,6,6,2,3,1,1
g000967,11,여,20,2,2,6,2,1,6,2,2,8,2,3,3
g000972,31,여,30,2,1,1,3,3,4,2,7,1,7,2,1
g000974,28,여,50,2,2,3,1,2,2,2,2,3,1,2,1
g000976,44,여,40,4,2,2,6,7,2,1,7,3,1,7,3
g000982,28,남,30,3,2,2,2,3,2,1,5,1,2,4,0
g000983,43,남,60,1,1,1,4,1,6,6,4,6,2,3,3
g000985,30,남,20,4,2,3,3,5,5,6,5,2,3,1,1
g000986,30,남,30,7,1,1,3,4,4,6,1,3,2,1,1
g000987,45,남,20,4,3,6,6,3,5,2,5,1,2,3,1
g000988,29,남,40,7,2,1,1,6,6,6,2,5,7,3,1
g000989,45,여,30,3,3,1,2,4,1,2,4,7,2,1,0
g000991,29,남,40,2,4,1,4,6,3,5,4,2,3,8,2
g000992,11,여,30,1,6,2,5,6,5,7,7,1,7,4,0
g000993,41,남,20,2,2,4,4,6,2,1,7,7,1,2,1
g000996,11,여,30,5,2,2,2,1,2,6,6,2,4,1,0
g000998,48,여,30,3,3,2,4,3,6,6,3,3,,,1
g001000,11,여,20,2,2,2,4,4,3,5,4,5,2,1,0
g001002,30,남,20,7,4,7,1,1,4,1,7,1,3,10,1
g001003,11,여,20,2,2,2,6,4,2,7,5,2,4,1,0
g001004,42,여,30,1,1,1,3,1,1,7,7,2,1,5,1
g001006,11,남,40,1,1,1,4,3,3,3,5,1,3,2,1
g001008,11,남,40,2,4,2,4,2,2,6,6,1,2,,3
g001011,41,여,50,2,4,7,4,4,1,1,5,2,1,6,3
g001014,11,여,30,2,2,2,2,6,6,6,2,1,2,3,1
g001016,27,여,20,4,4,3,2,4,3,5,5,3,1,2,2
g001019,46,여,30,6,3,3,2,4,6,3,5,1,2,3,2
g001022,44,남,50,1,1,1,1,4,6,3,5,3,1,2,1
g001026,44,여,30,1,7,1,4,6,7,5,1,7,3,6,3
g001028,41,남,20,4,1,1,2,7,3,1,4,1,3,8,2
g001030,29,남,30,4,5,3,2,2,5,2,4,2,8,,3
g001033,28,여,50,4,1,1,4,2,4,4,3,3,4,1,1
g001034,46,여,50,2,6,4,4,4,6,2,2,3,2,6,3
g001035,43,여,60,3,4,6,3,2,6,5,5,6,4,,0
g001036,11,여,20,5,2,5,1,5,7,2,4,3,2,1,4
g001038,46,여,30,6,4,4,4,1,7,2,3,1,3,10,2
g001039,30,여,20,1,2,2,4,4,3,4,4,6,2,7,0
g001040,30,여,40,2,1,5,2,2,6,6,7,5,1,3,1
g001041,30,남,30,7,4,1,1,7,7,7,7,8,1,7,2
g001042,41,여,50,2,2,1,4,5,5,4,2,8,3,2,1
g001046,11,여,50,6,3,2,1,2,2,3,2,1,3,4,2
g001047,43,여,30,2,2,1,3,6,2,5,5,1,3,4,2
g001048,11,남,20,3,3,2,3,4,2,2,6,1,2,5,0
g001050,30,여,50,3,5,2,2,2,3,5,3,2,3,,2
g001051,48,남,30,1,1,3,3,3,2,3,3,2,1,7,0
g001052,30,남,40,4,6,2,5,6,4,6,4,2,,,1
g001053,11,여,30,4,2,1,3,7,5,3,4,1,7,2,0
g001056,11,여,40,4,4,4,2,4,4,2,6,1,8,6,4
g001063,41,여,30,5,2,2,1,6,6,2,6,3,8,1,3
g001068,28,남,40,2,4,3,2,2,4,3,6,7,3,2,1
g001070,11,남,40,3,2,2,1,4,3,2,5,3,7,,4
g001076,11,남,40,4,4,4,5,6,3,6,7,7,3,2,3
g001077,41,여,20,1,1,4,5,2,1,6,6,2,3,1,3
g001081,48,남,50,4,1,2,5,2,1,7,7,3,8,4,2
g001083,41,여,20,2,1,1,3,6,2,2,2,1,7,4,1
g001086,11,남,30,2,4,1,4,7,5,2,5,2,3,8,1
g001095,11,여,40,3,1,2,2,3,3,6,7,5,3,1,3
g001100,44,여,50,3,1,2,2,2,3,6,6,2,3,5,2
g001101,41,남,50,2,1,2,2,5,2,3,7,3,1,2,2
g001103,11,남,30,2,1,1,3,2,2,2,5,2,1,7,1
g001104,43,남,30,2,1,2,2,4,3,4,6,3,2,5,2
g001106,11,여,30,2,2,1,3,2,1,5,3,2,1,7,1
g001107,46,남,40,4,1,1,1,4,1,1,3,1,6,2,1
g001109,30,여,40,2,2,2,2,2,6,6,4,2,4,1,3
g001111,45,남,40,6,3,3,2,4,6,6,2,3,2,1,4
g001112,45,여,30,2,1,4,3,4,2,1,7,2,3,1,1
g001113,36,남,30,5,7,6,3,5,2,5,2,2,1,5,0
g001114,41,남,20,6,1,2,1,2,6,1,6,3,8,1,1
g001118,46,남,20,7,1,4,2,2,6,7,1,2,7,1,0
g001121,44,여,30,6,4,4,3,3,3,6,4,8,1,2,0
g001124,11,남,30,7,1,1,7,1,7,7,1,8,2,1,0
g001125,28,남,40,5,3,2,2,3,4,5,3,3,7,1,1
g001129,30,여,20,2,3,3,2,2,2,2,5,3,1,2,2
g001132,11,남,20,6,1,1,7,6,6,1,7,1,3,7,1
g001133,11,여,50,4,4,4,4,4,4,4,4,3,6,5,1
g001135,29,여,20,1,3,2,3,4,5,5,7,1,3,2,1
g001136,43,남,40,2,2,2,5,6,2,2,2,6,1,3,2
g001138,44,여,40,6,2,2,3,6,6,6,6,8,3,1,2
g001141,44,남,30,3,2,2,3,3,5,3,5,8,2,1,3
g001144,28,여,40,3,1,1,1,3,3,3,7,3,2,10,1
g001147,41,남,30,7,1,1,1,1,7,7,7,6,5,,0
g001148,11,여,20,6,2,5,6,2,6,6,2,4,3,8,3
g001151,30,여,50,2,2,1,2,2,3,2,7,2,1,3,3
g001154,47,여,30,2,3,1,1,4,1,1,7,5,8,7,3
g001155,11,남,30,6,7,2,2,6,2,5,6,7,4,2,2
g001156,41,남,30,4,2,3,2,2,2,2,4,3,1,2,2
g001164,43,여,20,2,2,4,2,6,2,6,4,2,1,8,1
g001166,43,여,40,2,1,2,4,5,6,2,7,3,2,6,1
g001169,41,남,50,1,1,1,4,7,3,2,7,1,2,3,1
g001171,29,남,30,2,4,2,2,1,4,4,5,3,7,1,3
g001173,11,여,30,3,1,1,1,6,2,5,2,6,5,8,0
g001178,44,남,40,4,3,3,3,3,4,1,3,3,4,2,2
g001180,11,여,50,2,4,2,3,2,2,2,6,3,9,1,3
g001187,29,여,30,5,3,3,3,3,3,3,5,1,2,5,0
g001188,30,여,40,3,2,2,5,6,5,3,6,1,2,3,4
g001189,41,남,50,2,1,2,4,2,1,1,6,8,3,1,3
g001191,11,남,50,1,6,2,6,2,2,2,6,3,2,6,1
g001194,45,여,20,4,2,1,2,6,6,6,6,2,4,1,0
g001196,11,여,30,4,2,3,2,3,4,4,2,1,2,7,0
g001197,11,여,40,4,4,4,4,4,4,4,4,5,2,7,1
g001199,46,여,40,2,2,6,2,2,7,1,7,1,,,1
g001200,41,남,20,4,4,5,6,3,5,6,4,2,3,4,1
g001203,47,남,50,1,5,5,6,1,5,7,2,2,3,10,2
g001204,30,남,50,2,2,6,2,6,6,2,2,1,3,7,2
g001206,41,여,40,2,3,3,2,4,3,3,5,1,3,2,1
g001208,44,남,50,4,1,1,1,4,4,2,7,3,1,7,2
g001209,41,여,30,2,2,2,2,2,2,2,7,6,8,7,1
g001219,11,남,30,1,1,4,1,1,1,4,1,3,2,1,2
g001221,48,남,40,1,1,1,6,4,4,6,7,3,8,6,3
g001222,41,남,20,2,1,1,4,1,2,7,2,2,1,7,1
g001223,26,여,50,4,3,2,2,2,6,2,6,3,1,2,3
g001224,11,여,20,3,6,5,4,2,3,5,3,2,1,7,1
g001225,43,여,20,2,2,2,2,2,2,6,6,4,2,5,0
g001227,29,여,50,2,2,1,5,4,2,4,2,3,1,2,2
g001230,11,여,20,1,1,4,4,3,5,3,2,1,2,7,3
g001231,46,남,20,4,1,4,3,6,2,4,5,2,7,1,1
g001233,41,남,50,1,1,1,3,4,2,2,7,1,2,8,3
g001235,44,남,30,3,6,2,5,3,3,2,3,1,5,7,0
g001237,29,남,40,2,4,2,4,6,2,1,6,1,,,1
g001241,46,여,40,3,1,3,1,7,3,7,6,1,2,3,1
g001243,46,남,40,1,1,1,3,4,7,2,6,1,3,2,1
g001250,11,여,20,2,1,2,2,6,6,7,7,3,2,7,1
g001256,29,여,20,1,1,1,4,4,4,5,6,5,3,7,2
g001257,30,남,30,3,4,4,4,2,2,5,5,2,3,,2
g001258,41,여,30,4,1,1,4,4,7,1,7,3,2,1,5
g001259,11,여,50,1,7,1,1,1,1,2,7,2,3,1,1
g001261,27,여,30,1,1,1,1,7,1,4,7,9,3,8,2
g001272,41,여,30,1,1,3,6,4,2,2,7,1,5,7,0
g001273,44,남,50,2,4,2,2,2,2,2,2,2,4,1,2
g001275,43,남,50,2,2,2,3,3,4,4,3,1,8,3,4
g001276,11,여,40,1,2,1,4,6,4,3,7,1,3,7,2
g001277,30,여,40,6,1,2,1,1,7,7,7,2,,,3
g001280,45,남,20,1,2,2,2,2,2,2,7,3,2,1,1
g001288,29,여,30,2,2,5,3,5,3,5,3,2,1,6,1
g001289,30,남,50,1,2,5,4,2,4,3,5,2,1,3,4
g001290,30,여,50,2,2,3,4,2,3,3,4,1,2,8,4
g001291,29,여,30,4,4,4,4,4,4,4,7,2,3,1,1
g001293,41,여,20,6,3,2,3,3,6,6,2,1,3,7,1
g001296,46,남,40,1,1,1,2,7,2,4,7,3,7,2,2
g001297,46,여,60,3,5,5,2,2,4,2,1,2,1,10,0
g001299,41,여,30,1,1,6,2,3,2,3,3,2,1,3,4
g001300,11,여,20,3,2,2,4,5,5,2,7,3,2,5,3
g001301,28,남,30,4,1,1,4,1,5,2,6,3,1,2,1
g001303,44,남,40,7,7,7,1,1,7,1,1,3,1,7,2
g001305,11,여,20,6,2,2,6,2,2,4,6,3,9,2,1
g001309,45,남,20,4,2,1,6,6,5,6,7,2,1,7,1
g001313,41,남,20,4,4,2,5,5,4,6,5,10,1,5,1
g001315,41,남,30,2,1,2,5,6,5,6,7,7,3,8,3
g001319,11,여,50,1,3,3,3,1,3,4,3,3,1,2,3
g001320,30,여,20,3,1,1,4,5,1,4,7,3,5,1,1
g001322,41,남,30,2,1,5,2,6,6,7,3,3,1,7,1
g001323,30,남,50,2,4,4,3,2,4,3,4,3,8,2,1
g001329,30,남,40,1,4,3,3,5,6,1,7,3,2,5,1
g001336,42,여,40,4,4,4,4,4,3,4,4,3,1,2,7
g001337,28,남,20,2,2,2,2,3,3,5,5,2,1,3,1
g001338,42,여,20,1,2,2,3,1,3,2,7,2,4,7,0
g001343,46,남,30,1,1,6,1,1,3,2,6,9,3,2,4
g001344,45,여,60,1,1,1,1,1,1,1,7,9,2,3,1
g001346,11,남,50,1,1,1,5,7,3,1,7,7,3,2,3
g001350,11,여,30,5,7,3,5,7,4,4,7,3,1,7,2
g001352,45,여,20,2,1,1,4,2,1,6,5,1,3,7,3
g001353,41,여,30,6,1,2,1,6,2,1,6,2,3,1,1
g001355,29,여,40,4,5,1,5,5,6,2,7,2,3,1,1
g001356,30,여,20,3,2,1,2,2,3,3,5,2,7,1,0
g001362,28,남,20,1,1,1,3,6,2,1,6,2,3,1,3
g001364,41,여,20,1,1,4,4,1,4,1,1,2,1,3,1
g001371,47,여,40,5,6,6,6,6,6,6,6,8,1,3,2
g001373,30,여,20,2,2,3,2,2,4,3,6,2,7,6,1
g001374,29,남,30,1,2,1,5,5,2,6,6,9,3,2,7
g001381,44,여,20,2,1,1,4,5,4,6,1,1,2,,1
g001383,45,여,30,2,2,2,2,2,3,6,7,3,1,5,3
g001386,48,남,40,2,1,2,3,5,4,3,6,3,2,8,3
g001388,44,여,40,2,1,1,3,6,6,6,7,1,3,5,3
g001390,45,여,30,3,1,2,4,4,3,6,2,4,1,2,0
g001556,11,남,50,1,7,7,1,1,5,1,5,7,,,1
g001558,28,여,40,4,4,4,4,4,4,4,4,3,7,8,3
g001563,43,남,40,5,6,6,6,6,6,6,6,2,3,1,2
g001564,41,남,30,3,3,2,6,4,6,4,5,1,3,7,2
g001565,30,남,50,1,1,4,5,6,5,2,4,8,3,6,1
g001566,41,남,40,2,4,2,2,3,3,3,3,2,3,7,1
g001567,42,여,30,6,4,6,6,6,6,6,6,3,6,7,2
g001575,42,남,30,2,1,3,5,3,3,1,2,7,3,1,5
g001576,27,남,30,3,4,2,4,6,2,3,3,7,2,1,1
g001580,41,여,50,4,1,3,2,2,3,2,3,5,8,7,0
g001584,11,남,30,1,1,1,4,4,4,2,6,3,7,1,1
g001587,43,여,30,4,4,2,4,6,6,6,7,3,1,2,1
g001590,28,여,30,2,6,5,2,6,1,6,6,4,1,2,0
g001595,11,남,50,1,3,1,5,6,7,2,6,3,1,10,3
g001598,41,남,40,4,1,6,4,1,7,1,1,3,1,,6
g001599,11,여,30,1,1,2,6,2,6,2,6,2,6,8,1
g001603,11,남,50,5,3,3,3,3,3,4,3,1,6,2,1
g001606,30,여,30,3,3,3,2,3,4,3,1,8,7,5,1
g001611,30,남,30,1,1,1,1,1,4,1,7,3,8,7,1
g001612,46,남,40,1,6,3,6,4,4,6,3,1,3,2,2
g001614,36,여,30,1,2,3,4,5,2,2,6,2,3,1,1
g001615,30,남,40,1,2,1,3,2,3,2,6,8,2,7,3
g001619,41,여,60,1,2,3,4,6,4,2,7,2,8,1,1
g001620,30,남,30,3,3,2,5,2,5,4,5,1,5,2,0
g001621,30,남,40,2,4,2,2,2,4,4,6,6,1,2,0
g001623,29,여,50,2,1,1,1,4,4,2,4,1,6,3,3
g001625,41,여,50,2,2,5,4,4,6,2,5,1,3,7,1
g001627,30,남,40,3,5,1,3,5,4,7,4,1,3,,3
g001630,28,여,20,2,2,2,5,4,3,5,6,5,2,3,1
g001640,11,여,50,2,4,2,6,4,4,4,3,10,,,3
g001644,11,여,30,4,2,2,4,2,1,1,5,2,1,7,1
g001645,30,남,50,2,1,3,3,4,6,6,5,2,1,9,4
g001646,41,여,30,3,1,1,6,7,2,1,6,9,8,3,3
g001648,46,여,40,2,2,4,2,2,3,3,5,8,2,1,1
g001650,46,여,50,4,7,1,2,6,3,2,1,8,7,1,3
g001651,43,남,30,3,3,2,4,6,3,5,4,2,7,3,1
g001652,45,여,40,4,6,2,2,2,2,6,2,1,7,8,0
g001656,41,여,30,4,1,4,4,1,4,4,7,1,2,10,0
g001662,11,남,50,2,2,2,2,4,2,6,6,3,1,2,2
g001665,29,여,60,2,5,3,3,3,3,4,5,4,2,3,2
g001668,48,남,30,4,2,2,2,6,5,2,7,1,5,3,1
g001669,30,여,20,1,6,1,4,2,2,6,7,2,4,1,0
g001673,29,남,30,2,4,2,4,5,4,5,4,3,5,2,1
g001674,11,남,40,2,2,1,2,3,3,3,7,2,1,7,2
g001677,44,남,50,1,2,1,3,4,2,2,3,7,2,3,3
