TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
e003210,11,여,20,2,2,1,2,4,2,5,6,1,7,2,1
e003212,41,여,30,2,2,6,2,1,2,2,3,4,1,2,0
e003215,43,남,30,4,3,2,3,4,3,3,3,1,7,3,1
e003216,11,여,20,4,1,2,5,3,3,2,7,2,3,1,1
e003217,41,남,20,2,2,2,5,5,3,3,3,3,2,5,1
e003222,11,여,20,2,1,1,2,2,6,1,7,3,1,5,1
e003223,30,여,30,6,2,2,2,3,5,5,6,5,1,3,3
e003224,41,남,20,4,1,4,2,6,6,2,6,3,7,2,1
e003226,41,여,60,1,1,1,4,1,4,5,7,1,2,4,1
e003227,41,남,30,2,7,2,3,1,6,6,7,1,3,5,5
e003230,29,여,30,4,4,3,1,4,4,1,4,1,7,2,0
e003231,11,여,30,3,1,2,3,4,2,7,6,3,7,4,1
e003234,41,여,30,4,2,2,2,6,4,6,6,3,2,1,5
e003235,28,여,30,1,3,3,1,4,4,1,7,2,3,1,4
e003237,28,여,30,1,1,4,2,1,2,3,6,3,2,6,1
e003241,41,남,30,6,4,1,2,2,3,6,2,1,3,2,1
e003244,41,여,50,2,2,7,6,1,7,7,6,1,2,7,4
e003245,27,남,20,1,1,1,1,1,1,2,6,5,9,7,1
e003251,41,남,20,3,3,2,4,5,2,3,6,1,2,7,0
e003254,41,여,40,2,2,2,4,4,7,6,3,9,1,2,1
e003256,41,남,50,4,1,4,1,5,7,4,7,2,10,,2
e003258,11,남,30,6,2,2,2,3,1,1,2,2,,,0
e003259,28,여,20,5,5,3,5,3,3,3,6,1,4,2,0
e003262,41,여,20,3,2,2,4,2,3,1,6,5,2,1,0
e003263,41,여,60,4,4,4,4,4,4,4,4,2,1,5,0
e003267,41,남,40,2,1,2,4,1,2,7,2,1,2,3,1
e003269,11,여,40,2,6,4,4,4,6,2,4,7,1,2,8
e003271,11,여,40,4,6,1,2,4,6,2,4,4,7,1,1
e003272,42,남,30,1,1,1,4,1,4,4,7,3,8,4,5
e003275,11,남,60,2,6,4,2,2,4,4,3,3,2,,2
e003276,41,여,60,1,6,2,3,6,3,6,4,1,2,3,1
e003278,11,여,40,1,1,1,1,1,1,1,7,8,3,9,2
e003279,11,남,20,1,1,1,4,4,4,4,4,3,5,1,1
e003280,28,여,20,2,1,1,1,4,5,1,6,3,1,2,1
e003282,11,여,20,2,1,2,3,4,4,5,6,7,5,3,1
e003283,44,남,20,2,6,4,1,1,4,1,6,3,1,2,1
e003284,41,여,30,6,2,4,2,5,6,6,6,3,2,5,1
e003285,44,여,20,2,2,2,3,2,3,2,2,9,3,2,1
e003288,41,여,20,7,1,1,3,7,2,1,5,3,1,2,1
e003289,28,남,20,2,3,2,5,5,4,6,6,2,3,7,1
e003291,41,여,20,2,2,2,3,5,3,5,7,1,3,2,1
e003293,41,남,40,3,5,2,2,1,6,3,7,3,2,1,6
e003294,41,남,20,1,1,1,6,2,2,1,7,5,1,6,0
e003296,11,여,30,1,1,1,3,4,3,3,6,2,4,3,1
e003297,41,남,20,1,1,1,1,2,1,1,7,1,8,7,0
e003298,41,여,30,5,6,1,2,6,1,2,5,3,7,8,3
e003300,27,여,20,2,3,2,3,4,4,3,3,2,1,3,1
e003303,11,여,20,2,2,2,6,6,2,6,7,2,6,1,1
e003307,41,남,50,6,1,1,3,5,4,3,2,3,,,2
e003308,11,여,30,2,2,1,1,1,1,4,2,3,2,1,3
e003310,41,남,30,5,1,1,2,3,2,1,7,1,2,8,1
e003311,28,남,30,2,3,1,3,2,1,1,6,3,2,1,1
e003313,41,남,40,1,3,2,2,4,3,5,3,7,3,6,1
e003314,41,남,30,1,5,5,1,1,6,2,2,3,6,1,1
e003323,42,남,20,4,4,2,3,5,4,3,7,8,2,5,0
e003324,28,여,40,3,1,5,5,5,4,5,5,3,1,9,3
e003326,11,여,30,1,1,5,1,4,2,5,3,2,3,5,3
e003328,41,여,30,2,2,6,5,6,2,2,2,1,6,,0
e003329,41,남,60,6,2,1,2,2,1,4,6,2,3,8,6
e003330,30,여,30,2,2,1,3,2,2,7,7,1,3,2,1
e003331,11,여,60,1,1,1,1,1,4,1,7,2,3,1,4
e003332,41,남,30,1,4,4,4,4,4,6,1,2,7,1,1
e003334,11,남,30,6,2,6,2,2,4,7,4,7,1,,0
e003335,26,여,20,6,1,2,2,5,5,6,7,3,2,7,1
e003336,43,여,20,2,2,1,2,4,4,2,5,7,1,8,1
e003337,11,여,30,1,1,2,1,3,1,1,7,7,3,1,2
e003341,41,여,20,2,3,1,1,4,4,3,6,2,1,5,1
e003342,28,여,20,6,2,2,2,4,2,6,7,2,1,3,1
e003348,11,남,30,1,2,1,5,5,2,4,2,6,3,4,1
e003349,30,여,20,4,2,4,5,2,4,6,1,3,7,6,1
e003356,11,남,30,4,2,4,2,2,4,2,6,7,1,2,1
e003357,41,남,20,4,2,1,4,4,2,5,4,3,9,2,1
e003360,11,남,20,6,2,1,1,5,5,2,3,3,2,1,3
e003364,11,여,20,6,2,4,5,2,5,5,5,7,4,2,0
e003369,43,남,40,5,5,1,4,7,4,2,4,3,1,7,1
e003371,47,남,30,7,1,6,3,2,6,6,3,2,3,1,1
e003378,41,여,60,2,1,6,1,1,3,6,6,1,4,2,0
e003380,45,남,20,5,3,5,4,5,4,5,5,3,1,7,1
e003381,41,여,30,3,4,2,4,4,2,3,6,1,2,3,1
e003383,41,여,20,5,3,3,2,2,4,4,2,9,7,3,1
e003385,41,여,20,6,4,3,2,4,3,3,6,3,1,5,2
e003386,11,여,20,4,1,2,2,1,6,4,6,1,3,2,1
e003388,41,남,20,4,4,4,4,4,4,4,4,4,3,2,1
e003394,11,여,30,2,4,4,3,4,4,5,5,3,1,7,2
e003395,41,여,20,4,4,2,4,6,2,4,6,3,1,2,3
e003397,41,남,40,1,4,2,4,4,3,4,5,1,2,8,1
e003399,11,여,50,1,4,2,4,4,2,2,2,3,1,4,2
e003400,11,여,20,1,3,2,4,7,4,6,7,6,1,3,1
e003402,43,여,20,1,1,6,5,2,3,7,7,1,2,3,1
e003403,48,여,50,2,2,2,3,2,3,2,4,1,3,7,3
e003407,41,남,30,5,3,6,3,1,7,1,6,3,8,2,1
e003408,41,남,20,4,3,3,3,3,6,3,3,3,1,2,2
e003409,43,여,30,1,1,1,4,4,4,7,7,5,3,1,1
e003411,30,여,30,1,1,1,4,1,1,7,7,1,,,2
e003412,41,남,60,1,1,1,3,6,1,6,5,1,6,7,1
e003413,27,여,30,6,4,6,6,5,6,5,6,7,5,10,0
e003415,41,남,40,2,4,3,3,2,2,2,6,9,1,2,1
e003416,41,여,20,5,6,5,4,5,3,3,5,1,4,2,0
e003417,41,남,20,5,1,1,1,7,7,7,1,7,2,1,0
e003419,28,여,20,1,2,1,5,5,5,5,6,9,3,1,1
e003431,48,여,20,4,2,2,2,6,5,2,5,1,3,10,1
e003433,41,남,30,4,1,2,2,5,6,5,7,7,1,6,2
e003434,41,여,40,5,6,6,3,6,6,2,4,3,1,6,3
e003435,41,여,30,5,5,5,2,5,4,2,5,3,1,5,1
e003438,41,여,20,3,4,2,2,6,2,2,7,6,7,1,1
e003439,43,여,20,2,5,2,2,2,2,2,6,5,3,6,1
e003440,46,여,60,2,2,4,1,2,5,5,1,3,2,1,2
e003442,11,여,40,2,2,2,3,3,3,2,7,9,2,3,1
e003448,41,여,20,2,1,4,4,1,3,6,2,7,2,1,1
e003449,11,여,60,1,5,4,2,2,3,4,4,2,1,3,1
e003450,41,여,50,5,5,2,4,5,6,7,6,3,2,1,2
e003457,28,남,30,7,2,2,2,2,2,5,2,2,7,3,1
e003459,44,여,20,4,2,1,3,4,3,6,7,1,3,7,1
e003460,42,여,30,3,3,2,3,3,2,2,7,7,2,5,3
e003461,11,여,20,2,1,1,2,2,3,5,6,2,7,1,1
e003463,41,남,30,2,2,2,4,6,2,7,6,1,2,3,1
e003465,29,여,20,6,2,2,3,2,6,7,7,1,3,5,1
e003467,41,여,60,2,6,7,2,2,6,3,3,3,2,1,1
e003468,11,남,20,4,2,2,3,1,4,2,4,1,3,,1
e003469,11,여,20,2,2,2,3,4,3,4,5,3,7,1,1
e003470,30,여,20,2,3,6,5,6,6,7,2,3,6,7,1
e003471,41,남,20,2,2,2,4,4,3,2,5,1,2,6,1
e003472,11,여,20,4,1,1,4,1,1,2,7,4,5,2,1
e003475,41,남,30,4,1,4,2,4,4,2,6,1,7,8,2
e003477,41,여,30,2,6,2,1,2,6,2,5,3,1,7,1
e003482,28,남,20,3,2,2,2,1,1,6,7,1,2,7,1
e003483,41,여,20,3,2,2,5,3,5,6,2,3,,,1
e003485,11,여,30,2,1,4,5,6,2,2,6,7,8,,3
e003486,11,여,30,3,2,2,2,5,3,2,2,2,1,,2
e003488,41,여,30,2,5,2,6,4,2,2,7,3,1,2,1
e003489,11,여,40,6,1,1,3,2,5,6,1,3,1,2,1
e003494,41,여,40,2,1,1,4,2,5,3,6,3,1,7,1
e003495,11,여,60,4,6,3,3,6,3,3,6,6,1,5,0
e003496,43,여,40,2,2,1,3,6,5,1,3,3,8,2,2
e003497,41,여,40,2,4,2,2,6,2,2,4,2,7,3,2
e003499,41,남,40,3,3,3,3,5,5,2,5,2,5,1,1
e003502,11,여,30,4,1,2,6,4,5,5,5,2,3,1,2
e003506,48,남,30,4,2,2,6,6,4,6,7,1,2,5,4
e003507,11,여,50,4,7,2,1,7,1,7,7,3,,,4
e003514,41,여,20,2,1,6,2,1,1,6,1,2,5,,1
e003515,11,남,30,6,2,2,5,2,3,6,6,2,7,4,0
e003518,41,남,20,1,1,4,3,5,7,3,5,7,4,6,0
e003520,41,남,30,3,2,2,4,6,6,6,5,1,3,10,2
e003521,11,남,20,1,6,1,4,6,2,2,6,7,3,,1
e003522,50,남,40,5,3,4,2,4,5,5,4,1,2,8,1
e003527,28,여,20,4,2,1,4,4,4,6,7,1,7,5,0
e003530,41,여,30,4,2,4,2,4,4,4,4,7,8,3,2
e003535,41,남,20,5,2,6,5,5,2,6,5,2,1,7,1
e003540,41,여,40,2,6,6,2,2,6,2,6,2,8,3,1
e003547,41,여,20,6,5,4,2,4,6,5,2,7,1,4,0
e003549,11,여,50,3,4,2,4,5,6,6,4,1,6,3,2
e003555,11,여,20,2,2,2,1,1,1,7,7,2,3,1,3
e003561,41,여,20,3,3,2,5,5,5,3,7,1,2,3,1
e003564,41,여,30,1,1,1,3,2,1,1,7,8,3,7,3
e003569,41,여,50,2,4,2,3,6,2,6,5,3,5,1,2
e003570,29,여,20,6,1,2,2,6,4,2,7,2,5,1,0
e003572,29,남,20,4,2,2,3,2,2,3,6,2,3,10,1
e003574,41,여,30,6,2,1,6,6,7,6,2,1,7,4,0
e003576,41,여,20,2,1,1,1,1,1,5,7,1,2,5,1
e003580,11,여,40,2,2,1,2,4,2,6,6,1,2,3,2
e003582,41,여,50,7,7,5,2,4,5,6,7,5,3,1,3
e003589,11,여,40,1,1,3,6,2,5,6,4,1,7,3,5
e003591,41,여,20,4,2,3,2,4,3,6,6,2,9,3,1
e003593,41,여,20,4,3,2,3,3,5,1,7,1,3,2,1
e003595,41,여,30,1,2,2,2,2,2,2,7,9,1,2,1
e003596,11,남,40,1,1,1,6,7,1,7,7,3,1,7,2
e003597,11,여,50,6,2,1,1,6,7,7,7,3,2,1,2
e003600,11,남,50,2,2,2,4,1,6,1,2,2,3,1,1
e003602,41,여,30,4,5,3,4,5,5,4,5,3,8,1,1
e003603,11,남,20,4,1,1,4,6,7,4,6,6,2,3,3
e003606,41,여,20,1,1,1,4,6,3,7,6,7,3,1,5
e003607,50,여,20,3,1,1,3,5,5,6,5,1,3,7,1
e003609,41,남,20,4,2,2,2,2,2,2,2,2,7,5,1
e003611,29,여,20,1,1,4,6,7,1,7,7,6,2,1,0
e003614,41,남,30,2,2,2,2,2,6,2,6,1,6,2,0
e003615,41,여,30,4,2,2,5,6,4,1,7,7,1,3,1
e003617,41,여,30,6,1,3,2,2,5,5,3,1,7,3,1
e003618,11,여,30,1,3,4,4,3,2,3,7,3,2,1,1
e003620,11,여,40,4,2,1,3,6,1,7,6,3,1,2,1
e003624,41,여,40,2,4,4,2,1,4,4,7,1,3,5,1
e003627,11,남,40,1,1,1,4,4,3,1,4,2,4,7,2
e003628,11,여,20,4,1,4,4,6,4,2,4,3,,,1
e003630,41,남,20,6,6,6,2,2,7,2,6,1,4,2,1
e003632,30,남,20,4,1,1,1,1,7,7,7,3,2,7,1
e003638,41,여,20,5,4,4,4,5,3,5,7,1,6,3,1
e003640,27,여,20,6,1,1,3,7,1,7,6,3,5,1,1
e003643,45,여,20,5,4,2,5,5,4,3,4,1,2,7,0
e003646,41,여,20,4,3,3,5,6,2,2,7,1,3,2,1
e003648,30,남,30,1,3,1,3,4,1,2,6,1,8,4,0
e003654,11,여,40,3,2,2,3,2,4,3,7,2,1,7,1
e003657,11,여,20,5,3,3,2,7,2,3,2,7,1,2,0
e003663,30,여,60,1,4,2,4,1,2,4,6,2,1,4,2
e003664,41,남,20,6,2,3,3,2,4,2,5,3,8,1,1
e003669,27,여,20,7,4,3,2,6,4,4,2,10,,,0
e003673,41,남,20,4,4,5,5,3,5,5,5,7,2,1,1
e003675,41,남,30,1,1,3,3,6,4,6,6,2,3,5,1
e003677,41,남,60,4,4,1,1,1,7,1,7,2,6,3,1
e003678,11,여,60,2,2,5,2,2,2,1,6,1,3,2,1
e003679,41,남,30,2,1,1,7,3,2,7,3,2,3,1,2
e003682,28,여,20,4,2,5,2,2,6,6,6,3,4,,1
e003684,11,여,20,4,4,2,6,6,4,6,4,3,1,7,1
e003685,41,여,50,2,2,3,4,4,6,3,4,1,7,3,1
e003686,11,여,40,3,5,4,1,5,4,4,7,1,2,4,0
e003693,41,여,20,2,2,4,2,4,3,3,7,6,1,7,1
e003698,41,여,40,4,4,4,4,4,4,4,4,10,1,5,0
e003699,11,여,20,2,3,2,4,4,2,3,2,1,2,,1
e003700,27,남,20,5,6,3,2,3,6,6,5,2,6,7,0
e003701,28,남,20,2,3,1,3,2,1,1,7,1,7,3,1
e003702,41,남,30,4,5,3,6,2,3,2,3,1,3,2,1
e003704,11,여,60,1,4,2,4,1,2,2,4,1,2,8,1
e003707,47,남,20,5,5,3,6,2,5,2,6,3,7,1,1
e003716,41,여,20,2,2,5,5,4,6,6,7,5,1,7,1
e003717,28,여,30,4,6,7,4,6,7,7,4,7,1,5,3
e003720,11,여,20,1,3,1,3,4,4,5,6,2,3,10,1
e003721,11,여,30,3,2,3,4,3,4,2,7,3,,,5
e003722,41,여,20,4,5,2,3,7,2,7,7,7,1,2,1
e003724,41,여,20,5,3,2,4,3,3,3,4,3,2,,1
e003725,11,여,20,3,4,2,2,6,3,3,4,1,6,2,0
e003726,42,남,40,4,4,6,2,4,4,7,5,7,3,1,3
e003727,11,여,30,2,5,2,2,4,2,3,4,2,6,1,0
e003728,11,여,30,4,4,5,5,5,5,1,7,4,3,1,1
e003729,41,여,20,6,4,3,2,2,5,6,6,8,1,5,0
e003737,11,남,20,6,1,4,2,2,6,1,7,3,1,2,1
e003739,41,남,30,1,1,3,1,1,5,2,1,1,3,2,6
e003741,41,여,20,2,1,3,2,3,2,1,6,1,2,3,1
e003742,11,여,30,1,4,1,4,1,1,1,7,1,7,3,1
e003744,11,여,20,4,2,2,2,4,2,2,6,7,6,8,0
e003748,11,남,20,6,1,4,3,1,4,2,5,2,6,1,0
e003749,11,남,40,2,2,2,4,3,4,2,6,1,2,7,1
e003753,11,여,30,2,4,2,1,4,4,6,6,3,1,2,2
e003758,41,여,20,5,1,2,1,2,2,1,3,3,1,7,2
e003759,11,여,20,2,1,1,5,6,2,5,3,7,2,1,1
e003761,41,남,20,2,2,3,6,5,3,3,3,2,6,1,1
e003765,44,남,20,4,1,1,1,4,1,3,7,1,3,5,1
e003767,11,남,30,7,1,1,1,1,4,7,7,3,2,1,1
e003770,11,남,30,2,2,1,2,4,6,2,7,3,1,2,1
e003773,41,남,30,1,1,5,2,1,4,7,7,1,2,4,1
e003775,41,여,30,2,2,1,2,2,3,3,6,3,,,1
e003777,47,여,30,5,3,2,4,3,5,3,6,3,7,5,1
e003779,41,여,20,3,3,2,4,3,3,5,4,3,4,2,1
e003781,11,남,20,6,1,1,6,4,2,6,4,2,1,5,1
e003783,41,여,30,2,2,2,6,3,2,2,2,2,9,3,1
e003785,11,여,20,2,3,1,4,6,4,3,4,3,1,7,3
e003791,11,여,20,3,3,1,2,2,2,6,5,1,3,2,1
e003792,41,남,50,2,3,5,5,6,4,4,4,3,2,7,5
e003795,41,여,20,4,2,2,2,2,2,1,4,4,2,7,1
e003797,11,여,20,5,3,5,2,4,6,2,3,1,2,7,1
e003799,28,남,30,3,4,3,4,3,3,3,4,8,7,1,0
e003800,11,여,20,2,4,3,2,1,3,5,3,2,1,3,1
e003803,41,남,60,1,7,4,6,1,4,6,6,2,3,1,8
e003805,28,여,30,2,2,6,3,2,6,2,4,3,1,2,2
e003807,11,남,30,2,1,3,2,3,3,5,3,3,1,2,1
e003808,26,남,30,6,1,6,2,2,6,2,6,3,2,1,1
e003809,41,여,30,6,2,6,1,5,2,2,5,8,3,2,1
e003810,28,여,30,1,1,1,1,1,1,1,6,2,3,5,1
e003812,29,여,30,1,3,2,4,4,2,7,4,7,1,2,0
e003817,28,여,60,1,1,1,1,1,1,1,7,7,2,6,0
e003819,47,여,20,3,1,1,2,5,2,6,7,1,7,5,1
e003821,27,여,30,4,4,3,1,6,4,1,6,2,3,1,1
e003826,41,남,40,2,2,3,4,3,3,2,2,1,6,3,3
e003830,41,남,30,3,4,3,2,2,4,3,5,1,,,1
e003833,41,여,30,4,4,1,4,4,1,1,7,1,7,2,1
e003834,41,남,30,2,2,2,3,4,3,5,5,1,2,4,0
e003835,11,남,30,4,4,4,4,4,4,4,4,7,2,6,1
e003840,11,여,20,1,1,2,6,1,1,3,5,8,1,2,0
e003841,41,남,40,6,1,1,1,5,1,7,1,7,3,2,1
e003842,28,남,60,3,6,4,4,3,5,3,3,1,9,3,1
e003843,28,여,40,4,2,6,2,2,6,1,6,5,3,7,4
e003844,11,여,60,4,4,4,3,3,4,3,3,2,3,9,7
e003845,41,남,20,1,1,1,1,1,1,1,7,9,3,2,1
e003846,11,남,50,6,5,3,3,6,5,2,4,3,7,2,2
e003848,41,여,20,2,2,2,6,2,3,2,4,7,3,1,1
e003850,41,남,30,4,1,1,1,1,7,1,5,3,9,5,1
e003851,11,여,50,3,2,1,3,3,2,2,6,3,7,1,3
e003853,41,여,20,7,7,4,7,4,7,2,7,7,9,5,2
e003855,28,여,20,3,1,2,6,6,6,6,7,1,2,8,0
e003856,41,여,30,4,4,4,3,5,4,3,4,8,7,1,1
e003857,41,남,30,1,4,1,7,4,1,7,7,2,,,2
e003858,41,여,20,7,1,1,1,1,7,1,7,1,7,2,0
e003866,41,여,40,6,5,2,5,2,3,3,6,7,4,2,0
e003867,28,여,20,3,1,3,2,5,6,2,4,1,2,3,1
e003868,41,남,40,2,6,6,2,2,6,2,7,1,6,2,3
e003870,11,남,60,3,3,4,4,3,4,5,5,3,2,7,5
e003879,41,여,20,3,1,1,2,2,5,2,7,2,1,3,1
e003882,41,여,20,4,3,1,4,7,3,1,6,4,2,1,0
e003885,11,여,20,1,2,2,6,6,3,5,7,2,3,1,1
e003886,41,여,40,2,2,2,2,2,5,2,6,2,1,3,3
e003887,41,남,30,2,3,1,6,6,2,2,1,3,2,1,1
e003890,30,여,20,1,1,1,6,3,6,6,7,3,5,2,1
e003891,11,여,30,4,1,1,3,5,5,2,6,3,1,8,3
e003892,41,남,20,1,1,1,5,6,2,5,6,3,8,1,1
e003894,28,여,20,1,4,1,1,1,2,7,1,2,7,1,0
e003896,44,여,40,1,1,1,2,1,3,6,7,7,3,6,2
e003898,41,여,30,1,1,4,2,4,6,2,6,1,2,3,1
e003900,28,여,20,3,2,1,2,4,4,6,6,2,3,1,1
e003905,45,남,30,5,1,2,1,3,4,5,4,3,1,2,4
e003906,28,여,20,3,2,3,4,4,3,5,5,3,2,1,1
e003909,11,남,30,2,2,3,2,3,2,2,6,3,7,1,2
e003915,11,남,20,1,2,2,5,2,2,4,5,1,2,,1
e003928,41,여,20,1,1,2,3,2,3,5,2,9,3,1,1
e003929,41,여,40,5,5,5,4,5,5,4,6,5,7,1,0
e003933,28,남,30,1,4,2,2,1,4,6,4,1,3,7,1
e003935,44,남,30,4,1,3,5,3,3,5,5,3,10,5,3
e003937,41,여,40,1,7,1,3,7,6,2,7,1,5,3,3
e003945,11,여,20,1,2,1,6,2,1,6,7,7,3,1,1
e003949,41,여,40,2,2,2,4,4,4,3,3,7,6,4,0
e003954,41,여,30,2,1,4,2,2,1,1,5,2,3,1,1
e003958,41,남,20,4,4,4,4,6,5,5,5,5,2,3,1
e003962,11,남,30,2,2,2,4,2,3,2,6,2,3,1,1
e003963,41,여,60,4,4,4,4,4,3,4,3,6,8,1,1
e003964,41,여,20,4,2,2,4,7,5,1,7,3,1,5,1
e003965,41,남,20,3,2,2,5,5,6,7,5,2,1,5,0
e003967,41,남,20,3,2,5,2,6,2,1,5,2,1,5,0
e003968,11,여,20,3,2,5,3,1,6,2,2,1,2,3,1
e003971,11,남,60,2,4,3,4,5,4,5,3,3,8,7,1
e003975,11,남,60,2,1,2,3,6,1,2,6,3,1,2,8
e003976,11,여,40,1,3,2,2,4,4,4,2,1,2,7,0
e003978,11,남,50,2,3,2,3,4,6,1,7,2,3,4,2
e003980,41,여,20,2,2,2,3,2,2,5,2,2,3,6,1
e003985,11,여,40,2,1,2,2,4,2,3,7,1,5,7,1
e003992,11,여,30,3,3,2,2,2,3,2,3,4,8,2,0
e003996,41,남,30,7,1,5,7,1,7,6,4,4,6,7,1
e003997,28,여,30,5,3,4,4,3,5,5,4,3,2,1,1
e003998,41,여,40,3,4,2,4,6,2,2,6,8,7,5,3
e003999,11,남,30,4,4,4,4,4,4,4,4,3,7,6,1
e004005,30,여,20,2,1,2,2,3,5,2,6,2,5,8,1
e004010,11,남,30,4,3,3,5,5,2,6,3,3,2,1,1
e004013,41,남,20,2,2,2,6,2,2,2,6,1,2,3,1
e004017,11,여,20,1,1,1,4,1,1,1,4,2,1,3,1
e004020,36,여,30,7,1,1,1,1,1,1,7,3,2,8,2
e004025,11,여,50,2,1,3,3,2,1,4,2,3,1,7,3
e004027,11,남,50,1,1,1,3,6,2,2,6,2,1,3,2
e004033,41,여,20,2,3,2,2,4,4,2,7,1,2,7,0
e004034,41,여,30,4,4,4,4,4,4,4,4,1,5,3,3
e004037,47,여,20,5,1,5,2,1,4,6,4,10,5,2,0
e004042,11,남,30,3,2,2,4,4,4,6,4,1,4,7,0
e004044,41,남,20,5,2,2,4,6,3,2,6,7,8,2,0
e004048,41,남,60,1,7,1,5,1,6,7,6,9,3,8,3
e004050,11,여,30,4,3,2,1,6,5,2,7,1,5,3,3
e004051,41,남,60,2,2,2,6,1,2,5,6,1,4,7,2
e004053,11,여,30,1,2,3,4,4,2,2,3,4,2,1,0
e004057,41,여,40,2,2,2,5,6,3,5,7,1,3,2,3
e004058,11,여,30,4,4,4,4,3,4,6,5,1,2,7,0
e004062,41,남,20,4,4,5,2,3,4,1,7,1,8,2,0
e004065,28,남,40,2,2,1,4,6,4,3,4,6,2,3,1
e004066,27,여,20,4,4,1,4,6,4,3,4,2,7,1,0
e004071,41,여,20,2,4,6,4,2,4,3,4,3,2,1,1
e004072,41,남,20,5,2,2,3,2,3,2,3,2,1,3,1
e004073,41,남,20,4,2,1,3,5,3,3,6,2,1,5,1
e004074,41,여,20,6,2,1,6,2,6,7,1,2,1,7,0
e004076,41,여,60,2,3,1,6,7,1,4,6,9,3,2,4
e004084,41,여,20,2,2,7,5,5,5,5,2,2,7,1,1
e004087,41,여,60,1,1,1,3,6,4,3,5,7,3,2,1
e004090,50,남,20,7,1,1,7,7,7,7,7,7,6,8,0
e004100,11,남,30,1,1,1,1,1,1,1,1,1,2,6,1
e004101,42,남,40,3,5,3,3,5,5,3,5,3,7,2,1
e004105,11,남,20,4,4,3,3,4,4,5,4,1,3,2,1
e004107,28,남,40,2,2,1,1,1,4,5,4,6,4,1,0
e004114,11,남,60,3,3,3,2,2,1,3,2,2,3,1,1
e004116,41,여,30,3,4,2,1,4,2,5,6,1,5,2,0
e004122,11,여,30,7,4,1,4,6,4,2,7,3,1,10,3
e004130,41,여,40,2,4,2,3,4,4,5,5,3,8,1,4
e004132,11,여,60,6,6,6,6,6,5,6,6,7,2,5,1
e004135,41,남,30,1,1,1,6,6,6,2,6,4,2,1,0
e004141,30,남,20,2,1,1,1,2,2,6,7,7,1,3,1
e004142,41,남,30,4,4,5,4,4,5,3,5,1,,,2
e004146,11,여,20,1,3,1,2,6,1,1,6,1,7,2,1
e004148,11,남,20,2,2,1,5,2,3,2,5,2,4,1,0
e004149,41,여,20,7,2,2,2,1,5,1,7,1,2,3,1
e004151,41,여,20,3,5,4,4,5,4,3,3,1,7,2,0
e004152,41,여,50,4,3,4,5,5,5,3,6,2,3,8,3
e004154,41,여,20,2,1,2,2,1,7,7,7,1,3,7,1
e004162,43,남,20,4,2,1,3,5,4,3,5,6,7,1,0
e004165,11,여,20,4,2,1,4,5,5,1,5,1,3,7,2
e004166,11,남,20,2,4,1,7,5,2,4,7,5,4,1,0
e004168,41,여,20,4,2,3,3,2,5,2,6,5,3,1,1
e004172,44,여,30,1,1,2,3,3,2,2,5,3,1,2,3
e004173,44,남,20,6,3,3,3,2,6,2,5,3,2,7,1
e004174,11,남,20,1,1,1,4,4,1,2,7,7,1,2,1
e004184,41,여,20,1,1,1,2,4,2,1,6,1,3,2,1
e004186,11,여,40,3,2,1,1,5,3,1,3,9,3,2,3
e004187,11,여,30,2,6,2,3,6,6,1,6,1,3,,1
e004190,11,여,40,1,1,2,3,5,6,2,6,3,2,5,2
e004194,41,남,20,2,3,2,6,7,3,6,1,1,,,0
e004195,11,여,50,1,1,4,2,2,2,1,7,6,2,7,2
e004200,41,여,30,3,4,2,2,2,2,5,5,1,7,6,1
e004205,11,여,20,4,4,2,3,3,4,2,5,7,1,8,0
e004207,41,여,40,1,2,3,1,1,4,2,5,7,2,3,2
e004214,41,남,50,2,4,2,4,4,2,2,4,3,6,1,3
e004219,45,여,30,3,1,3,1,1,4,6,1,4,1,8,0
e004220,41,남,20,5,6,2,6,6,4,7,7,7,1,5,0
e004222,41,여,30,3,6,1,2,6,1,7,6,1,3,7,1
e004225,11,남,40,5,4,4,6,3,6,4,5,4,8,2,6
e004228,11,남,30,4,4,2,1,4,5,2,7,3,7,1,1
e004230,11,여,30,6,2,2,2,2,2,5,6,3,9,7,4
e004234,41,남,40,4,2,2,6,7,5,2,6,2,3,5,1
e004237,41,남,40,2,2,6,5,2,6,5,6,2,1,3,2
e004238,41,여,30,5,1,3,3,1,5,5,5,1,3,7,2
e004239,11,남,50,1,2,4,1,7,4,3,6,2,3,5,2
e004240,11,여,20,4,1,4,1,1,4,1,7,2,7,1,1
e004241,41,여,50,1,4,3,2,1,2,4,2,4,1,8,0
e004243,29,남,30,3,2,1,2,2,4,6,6,3,1,5,2
e004244,11,남,30,6,2,2,1,6,3,2,6,3,2,5,1
e004245,28,남,30,3,5,4,2,2,2,1,5,7,8,3,1
e004247,41,여,20,3,5,2,1,2,5,6,7,5,1,2,1
e004251,41,여,20,1,1,1,6,2,4,3,7,3,1,5,7
