place_id,여행지명,city,분류,VISIT_START_YMD,activity_ids,activity_type,activity_level,season_preference,emotion_match
2308310021,강릉 중화 짬뽕 빵,,,2023-08-31,2,실내,2,Summer,
2308310022,옥천동 은행나무,,,2023-08-31,4,실외,2,Summer,
2308310024,앙카라 바바 케밥 강릉점,,,2023-08-31,2,실내,2,Summer,
2308310028,벤치,강원도,,2023-08-31,1;5,실내,4,Summer,
2308240014,황금십원빵 2호점,,,2023-08-24,1;2;4;7,실내,8,Summer,
2309020017,네이처 풀빌라,경상북도,,2023-09-02,1;5;7,실내,6,Autumn,
2309030008,하이방,부산광역시,,2023-09-03,1;2;3;4;5;6;7;99,실내,10,Autumn,
2309150006,속초 해풍 2호점,,,2023-09-15,1;2;3;4;5;6;7,실내,10,Autumn,
2309150007,루센 오션파크 속초 A동,,,2023-09-15,1;2;3;4;5;6,실내,10,Autumn,
2309160001,보사노바 커피 로프터스 속초점,,,2023-09-16,1;2;3;4;5;6,실내,10,Autumn,
2309160009,망고 홈,,,2023-09-16,1;2;3;4;5;6;7,실내,10,Autumn,
2309160010,화 목 토,,,2023-09-16,1;2;3;4;5;6;7,실내,10,Autumn,
2309160011,스타벅스 경주 대릉원점,,,2023-09-16,1;2;3;4;5;6;7;99,실내,10,Autumn,
2309160012,블루 보트 호스텔 경주,,,2023-09-16,1;2;3;4;5;6;7;99,실내,10,Autumn,
2309160013,프렙,,,2023-09-16,1;2;3;4;5;7,실내,10,Autumn,
2309160014,흐흐흐,,,2023-09-16,1;2;3;5;7,실내,10,Autumn,
2309160015,블루 보트 호스텔 경주,,,2023-09-16,1;5;7,실내,6,Autumn,
2309170001,너드,,,2023-09-17,1;2;3;4;5;7,실내,10,Autumn,
2309170008,커피 플레이스,,,2023-09-17,1;2;3;4;5;6;7,실내,10,Autumn,
2309170009,최영화 빵,,,2023-09-17,1;2;3;4;5;7,실내,10,Autumn,
2309170010,블루 보트 호스텔 경주,,,2023-09-17,1;2;3;4;6;7,실내,10,Autumn,
2309170011,누군가의 책방,,,2023-09-17,1;2;3;4;5;7,실내,10,Autumn,
2308300025,언플 랜드 88,,,2023-08-30,5,실내,2,Summer,
2309030009,경주 내물왕릉,,,2023-09-03,1;2;3;4;5;6;7;99,실내,10,Autumn,
2309030010,대릉원,,,2023-09-03,1;2;3;4;5;7,실내,10,Autumn,
2309030011,대화 만두,,,2023-09-03,1;3;4;5;6;7,실내,10,Autumn,
2309030012,제로 스페이스 경주,,,2023-09-03,1;2;3;5;6;7,실내,10,Autumn,
2309030013,황금십원빵,,,2023-09-03,1;2;4;5;7,실내,10,Autumn,
2309080014,카페 캐트시,,,2023-09-08,1;7,실내,4,Autumn,
2309080015,강릉 월화 거리,,,2023-09-08,1;7,실내,4,Autumn,
2309220004,벡스코 제2전시장,,,2023-09-22,1;2;3;4;5;6;7;99,실내,10,Autumn,
2309220005,코랄 라느니,,,2023-09-22,1;2;3;4;5;6;7,실내,10,Autumn,
2309220006,미분당 서면점,,,2023-09-22,1;2;3;4;5;6;7,실내,10,Autumn,
2309050001,나드리 보리밥,,,2023-09-05,1;2;3;4;5;6;7;99,실내,10,Autumn,
2309200003,경주월드,,,2023-09-20,1;2;3;4;5;6;7,실내,10,Autumn,
2309200004,주차장,경상북도,,2023-09-20,1;2;3;4;5;6;7,실내,10,Autumn,
2309200005,황련단길,,,2023-09-20,1;2;3;4;5,실내,10,Autumn,
2309200006,대릉 갈비,,,2023-09-20,1;2;3;4;5;7,실내,10,Autumn,
2309140006,영일대해수욕장,,,2023-09-14,1;2;3;4;5,실내,10,Autumn,
2309140007,영일고,,,2023-09-14,2;3;4;5,실내,8,Autumn,
2309140008,오브레멘,,,2023-09-14,1;2;3;4;5,실내,10,Autumn,
2309140010,호텔 뷰,,,2023-09-14,1;2;3;5,실내,8,Autumn,
2309150004,환호공원 스페이스 카페,경상북도,,2023-09-15,1;2;3;4;5;6;7;99,실내,10,Autumn,
2309150005,환호공원 포항시립미술관,,,2023-09-15,1;2;3;4;5;6;7,실내,10,Autumn,
2309150008,영일대 장 미원,,,2023-09-15,1;2;3;4;5;6,실내,10,Autumn,
2309150009,박 선장 요트투어,,,2023-09-15,1;2;3;4;5;6;7,실내,10,Autumn,
2309150010,헤이안,,,2023-09-15,1;2;4;5;6;7,실내,10,Autumn,
2309060010,도토리 하우스,,,2023-09-06,1;2;4;5;6;7,실내,10,Autumn,
2309060011,황련단길,,,2023-09-06,1;2;3;4;5;6;7,실내,10,Autumn,
2309060012,교촌마을,,,2023-09-06,1;2;3;4;5;6,실내,10,Autumn,
2309060013,월정교,,,2023-09-06,2;3;4;6;7,실내,10,Autumn,
2309060014,첨성대,,,2023-09-06,2;3;4;5;7,실내,10,Autumn,
2309060015,동궁과 월지,,,2023-09-06,3;4;7,실외,6,Autumn,
2309060016,경주 중앙 야시장,,,2023-09-06,2;6,실내,4,Autumn,
2309060017,경주농협 하나로마트 본점,,,2023-09-06,2,실내,2,Autumn,
2309060018,도토리 하우스,,,2023-09-06,1;5;6,실내,6,Autumn,
2309070012,최영화 빵,,,2023-09-07,2;4;5;7,실내,8,Autumn,
2309070013,삼천리자전거 사정점,,,2023-09-07,1;2;3;4;5;7;99,실내,10,Autumn,
2309150011,이스트 1779,,,2023-09-15,1;2;3;4;5;6;7,실내,10,Autumn,
2309150012,월정교,,,2023-09-15,1;2;3;4;6;7,실내,10,Autumn,
2309210004,벨그레이브,,,2023-09-21,1;3;4;5,실내,8,Autumn,
2309210005,도돌 커피 로프터스,,,2023-09-21,1;2;3;4;5,실내,10,Autumn,
2309210006,경남도립미술관,,,2023-09-21,1;3;5,실내,6,Autumn,
2309210007,정직 유부 창원중앙역점,,,2023-09-21,1;6;7,실내,6,Autumn,
2309130004,환상문학,,,2023-09-13,1;2;3;4;5;7,실내,10,Autumn,
2309130005,미확인,대구광역시,,2023-09-13,1;2;3;4;5;6;7,실내,10,Autumn,
2309130006,대백플라자 갤러리,,,2023-09-13,1;2;3;4;5;6,실내,10,Autumn,
2309150013,쏠비치 양양,강원도,,2023-09-15,1;2;4;5;6,실내,10,Autumn,
2309200007,대릉원,,,2023-09-20,1;2;3;4;5;7,실내,10,Autumn,
2309200008,올리브,,,2023-09-20,1;3;4;7,실내,8,Autumn,
2309200009,라움,,,2023-09-20,2;4;7,실내,6,Autumn,
2309200010,오 홀리데이,,,2023-09-20,1;2;3;4;7,실내,10,Autumn,
2309200011,심상,경상북도,,2023-09-20,2,실내,2,Autumn,
2309200012,황련단길 생활문화센터,,,2023-09-20,3,실외,2,Autumn,
2309200013,월정교,,,2023-09-20,4,실외,2,Autumn,
2309200014,동궁과 월지,,,2023-09-20,3,실외,2,Autumn,
2309200015,황련단길,,,2023-09-20,1,실내,2,Autumn,
2309180005,울산 수목원,,,2023-09-18,1;2;3;4;5;7;99,실내,10,Autumn,
2309180008,국립 대운산 치유의 숲,,,2023-09-18,1;2;3;4;5;6,실내,10,Autumn,
2309180009,허씨 떡집,,,2023-09-18,1;2;3;4;99,실내,10,Autumn,
2309230004,해운대 원조할 미국 밥,,,2023-09-23,1;2;3;4;5;6;7,실내,10,Autumn,
2309230005,카펫 레일,,,2023-09-23,1;2;3;4;5;6;7,실내,10,Autumn,
2309230006,부산 시립미술관,,,2023-09-23,1;2;3;4;5;7,실내,10,Autumn,
2309230007,해운대해수욕장,,,2023-09-23,1;2;3;4;5;7,실내,10,Autumn,
2309230008,상국이네,,,2023-09-23,1;2;3;4;5;6;7,실내,10,Autumn,
2309230009,해운대해수욕장,,,2023-09-23,1;2;3;4;6;7,실내,10,Autumn,
2309230010,포니 필름,,,2023-09-23,1;2;3;4,실내,8,Autumn,
2309230011,고래서 이뻐,,,2023-09-23,1;2;3;4,실내,8,Autumn,
2309220007,경포호,,,2023-09-22,1;2;3;4;6;7,실내,10,Autumn,
2309220008,사근 긴 해변,,,2023-09-22,1;2;4;5,실내,8,Autumn,
2309220009,경포해수욕장,,,2023-09-22,1;2;4;5;7,실내,10,Autumn,
2309220010,강문해변,,,2023-09-22,1;2;3;7,실내,8,Autumn,
2309220011,송정해변,,,2023-09-22,1;2;4;7,실내,8,Autumn,
2309220012,안목항 물회,,,2023-09-22,1;2;5,실내,6,Autumn,
2309220013,키프러스 커피,,,2023-09-22,1;2;4;5;7,실내,10,Autumn,
2309220014,강릉 선교장,,,2023-09-22,1;3;4,실내,6,Autumn,
2309220015,한낮의 바다,,,2023-09-22,2;4,실내,4,Autumn,
2309220016,강다방 이야기 공장,,,2023-09-22,1;2;4;7,실내,8,Autumn,
2309220017,강릉 중앙시장,,,2023-09-22,2;4,실내,4,Autumn,
2309220020,GS25 관악 녹두점,,,2023-09-22,1,실내,2,Autumn,
2309220002,강릉 현대 장 칼국수 본점,,,2023-09-22,1;3;4;5;7;99,실내,10,Autumn,
2309220003,갤러리 밥스,,,2023-09-22,1;2;3;4;5;6;7;99,실내,10,Autumn,
2309230002,고속 주유소,,,2023-09-23,1;2;3;4;5;6;7,실내,10,Autumn,
2309230003,통도사 및 통도사 성보 박물관,경상남도,,2023-09-23,1;2;3;4;5;6;7,실내,10,Autumn,
2309110010,강릉 중앙시장,,,2023-09-11,1;2;4;5,실내,8,Autumn,
2309110011,강다방 이야기 공장,,,2023-09-11,1;2;3;4;5;7,실내,10,Autumn,
2309110012,범포 어묵 강릉역점,,,2023-09-11,1;7,실내,4,Autumn,
2309240004,피아트,,,2023-09-24,1;2;3;4;5;6,실내,10,Autumn,
2309240005,올바릇식당 영도점,,,2023-09-24,1;2;3;4;5,실내,10,Autumn,
2309240006,태종대유원지,,,2023-09-24,1;2;3;4;5;6,실내,10,Autumn,
2309240007,블루빈,,,2023-09-24,1;2;3;4;5,실내,10,Autumn,
2309230012,이마트 24 대구 대신 점,,,2023-09-23,1;2;4;7,실내,8,Autumn,
2309230015,더 현대 대구,,,2023-09-23,2;4;7,실내,6,Autumn,
2309230016,대구약령시 한방의료체험타운,,,2023-09-23,3;7,실외,4,Autumn,
2309230017,최가네 케이크,,,2023-09-23,1;5;7,실내,6,Autumn,
2309230018,반월당 백화점 약국,,,2023-09-23,2;7,실내,4,Autumn,
2309230019,스시라서 또,,,2023-09-23,1,실내,2,Autumn,
2309230022,토스트 카페 이순신,,,2023-09-23,1,실내,2,Autumn,
2309230023,삼송 빵집 동대구 역사점,,,2023-09-23,1,실내,2,Autumn,
2309230028,카페 봄봄 장전점,,,2023-09-23,1,실내,2,Autumn,
2309050009,스파크 랜드,,,2023-09-05,1;2;4;6;7,실내,10,Autumn,
2309050010,투썸플레이스 대구 동성로 스파크점,,,2023-09-05,1;2;4;5;6;7,실내,10,Autumn,
2309050011,2.28기념중앙공원,,,2023-09-05,1;4;5;6;7;99,실내,10,Autumn,
2309050012,대구약령시 한의약 박물관,,,2023-09-05,1;3;4;5;7,실내,10,Autumn,
2309050013,대구 동성로,대구광역시,,2023-09-05,4;5;6,실내,6,Autumn,
2309180006,나루마을 둑길,경상남도,,2023-09-18,1;2;3;4;5;99,실내,10,Autumn,
2309180007,정암 철교,,,2023-09-18,1;2;3;4,실내,8,Autumn,
2309230001,장호 닭갈비 명가,,,2023-09-23,1;2;3;4,실내,8,Autumn,
2309130007,더 무그,,,2023-09-13,1;2;3;4;6,실내,10,Autumn,
2309190004,탁,,,2023-09-19,1;2;3;4;5;6,실내,10,Autumn,
2309190005,이어서,경상북도,,2023-09-19,1;2;3;4;5;6;7,실내,10,Autumn,
2309190006,대릉원,,,2023-09-19,1;2;3;4;5;6,실내,10,Autumn,
2309190007,플레이인 더 박스 경주 황리 비단길점,,,2023-09-19,1;2;3;4;5;6,실내,10,Autumn,
2309190008,범 외 양간,,,2023-09-19,1;3;4;5;6,실내,10,Autumn,
2309190009,베어 58,,,2023-09-19,2;3;4;5;7,실내,10,Autumn,
2309190010,놋점들,,,2023-09-19,4;6,실외,4,Autumn,
2309190011,월정교,,,2023-09-19,1;2;4;5;7,실내,10,Autumn,
2309190012,국립경주박물관,,,2023-09-19,3;4;5;7,실내,8,Autumn,
2309190013,첨성대,,,2023-09-19,4;7,실외,4,Autumn,
2309190014,젤라쏘,,,2023-09-19,1;5,실내,4,Autumn,
2309240003,밥 무시 더,,,2023-09-24,1;2;3;4;5;6;7;99,실내,10,Autumn,
2309220018,동궁과 월지,,,2023-09-22,3;7,실외,4,Autumn,
2309140009,오키도키찜닭 본점,,,2023-09-14,1;2;3;4;5;6,실내,10,Autumn,
2309180010,신세계백화점 센텀시티점,,,2023-09-18,1;2;4;5;7,실내,10,Autumn,
2309180011,그랜드 조선 부산,,,2023-09-18,1;2;4;5;7,실내,10,Autumn,
2309180013,광안리해수욕장,,,2023-09-18,4;7,실외,4,Autumn,
2309180015,롯데백화점 부산본점,,,2023-09-18,2,실내,2,Autumn,
2309180017,톤쇼우,,,2023-09-18,1,실내,2,Autumn,
2309170012,데이 오브 위크,,,2023-09-17,1;2;3;4;5;7,실내,10,Autumn,
2309170013,러브 액추얼리,,,2023-09-17,1;2;4;5;7,실내,10,Autumn,
2309170014,포토 시그니처 부산 서면점,,,2023-09-17,2;6,실내,4,Autumn,
2309130008,F1963,,,2023-09-13,1;2;3;4;5;6,실내,10,Autumn,
2309130009,모노 맨션 부산 전포점,,,2023-09-13,1;2;3;4;5;6,실내,10,Autumn,
2309130010,전포 카페거리,,,2023-09-13,1;2;3;4;5;6;7,실내,10,Autumn,
2309130011,커피로만,,,2023-09-13,1;3;4;6;7,실내,10,Autumn,
2309130012,락휴 코인 노래연습장 부산 서면점,,,2023-09-13,1;4;5;6;7,실내,10,Autumn,
2309130013,ZARA 서면점,,,2023-09-13,2;6;7,실내,6,Autumn,
2309130014,에이치디,부산광역시,,2023-09-13,2;3;7,실내,6,Autumn,
2309130015,코엔 클루,부산광역시,,2023-09-13,1;2,실내,4,Autumn,
2309130016,서면 남녀공학,,,2023-09-13,2;7,실내,4,Autumn,
2309130017,원트,부산광역시,,2023-09-13,2;4,실내,4,Autumn,
2309130018,올리브영 서면 타운점,,,2023-09-13,2,실내,2,Autumn,
2309130019,다대포해수욕장,,,2023-09-13,4;5,실내,4,Autumn,
2309130020,롯데리아 부산 다대포점,,,2023-09-13,1,실내,2,Autumn,
2309130021,광안리해수욕장,,,2023-09-13,4,실외,2,Autumn,
2309140011,예쁜 카페,,,2023-09-14,1;2;7,실내,6,Autumn,
2309140012,CU 횡성 안흥점,,,2023-09-14,2;7,실내,4,Autumn,
2309140013,섬강길,강원도,,2023-09-14,2;4,실내,4,Autumn,
2309140014,횡성전통시장 주차장 근처 길가,강원도,,2023-09-14,5;6,실내,4,Autumn,
2309150014,멘트야 산다 이 메 동성로점,,,2023-09-15,1;5;7,실내,6,Autumn,
2309150015,왕과 탕후루 대구 동성로점,,,2023-09-15,1;6;99,실내,6,Autumn,
2309150016,대현프리몰 대구점,,,2023-09-15,2,실내,2,Autumn,
2309150018,2.28기념중앙공원,,,2023-09-15,4;5,실내,4,Autumn,
2309240002,만천하 스카이워크,,,2023-09-24,1;2;3;4;5;6;7,실내,10,Autumn,
2309240008,gs25 예산 덕산점,충청남도,,2023-09-24,1;2;3;4;5;7,실내,10,Autumn,
2309270003,삽교호 함상공원,,,2023-09-27,1;2;3;4;5;6;7;99,실내,10,Autumn,
2309270004,삽교호 놀이공원,,,2023-09-27,1;2;3;4;5;7;99,실내,10,Autumn,
2309270005,조개 사랑,,,2023-09-27,1;2;3;4;5,실내,10,Autumn,
2309270006,할리스 당진시청점,,,2023-09-27,1;2;4;5;6,실내,10,Autumn,
2309270007,롯데시네마 당진,,,2023-09-27,1;2;3;5,실내,8,Autumn,
2309260004,성심당 대전역점,,,2023-09-26,1;2;3;4;7,실내,10,Autumn,
2309260005,우암사적공원 남간정사,,,2023-09-26,1;2;3;4;5;6,실내,10,Autumn,
2309260006,오보예엘사칠,,,2023-09-26,1;2;3;4;7,실내,10,Autumn,
2309260007,가양 가든,,,2023-09-26,1;2;3;4,실내,8,Autumn,
2309260008,역전시장,,,2023-09-26,2;3;7,실내,6,Autumn,
2304280010,더 리즈 호텔,,,2023-04-28,2;5,실내,4,Spring,
2305260012,목포 해상 케이블카 북항 승강장,,,2023-05-26,1;3;5;6;7,실내,10,Spring,
2305260013,커피 창고로,,,2023-05-26,1;5,실내,4,Spring,
2305180013,중앙횟집,,,2023-05-18,1;2;7,실내,6,Spring,
2305160010,전주한옥마을,,,2023-05-16,1;4;5;7,실내,8,Spring,
2305160011,전주영화의 거리,,,2023-05-16,1;2;3;4;6,실내,10,Spring,
2305160012,전주한옥마을 상점가,전라북도,,2023-05-16,2,실내,2,Spring,
2305160014,햇살 가득,,,2023-05-16,5,실내,2,Spring,
2305280019,단밤,대전광역시,,2023-05-28,5,실내,2,Spring,
2305210016,포토이즘박스 메타프로방스점,,,2023-05-21,6,실외,2,Spring,
2305210017,담양 관방제림,,,2023-05-21,4,실외,2,Spring,
2305210018,담양을 담다,,,2023-05-21,5,실내,2,Spring,
2305220013,호텔 앙코르,,,2023-05-22,1;5,실내,4,Spring,
2305280014,양철지붕,,,2023-05-28,1;2;5;6;7,실내,10,Spring,
2306060015,베이커리 밤마을,,,2023-06-06,1;2;3;99,실내,8,Summer,
2306060016,하루카 페,,,2023-06-06,1,실내,2,Summer,
2306070014,포트 타운 다이닝,,,2023-06-07,1;4;5;7,실내,8,Summer,
2306050015,내 조국 국밥 소호점,전라남도,,2023-06-05,1;4;5;7,실내,8,Summer,
2306050017,타운하우스,전라남도,,2023-06-05,5,실내,2,Summer,
2306180012,별무인 델,,,2023-06-18,1;2;5,실내,6,Summer,
2306130009,닥치고 춘천 전통 닭갈비 1호점,,,2023-06-13,1;2;3;5,실내,8,Summer,
2306300011,반죽동 당간 지주,,,2023-06-30,1;3;4;5;7,실내,10,Summer,
2306300014,중동성당,,,2023-06-30,2;4,실내,4,Summer,
2306300015,박찬호 기념관,,,2023-06-30,1;2;3,실내,6,Summer,
2306300016,부자 떡집,,,2023-06-30,2,실내,2,Summer,
2306300017,공산성,,,2023-06-30,3;4,실외,4,Summer,
2306300018,호텔 잉크,,,2023-06-30,1;5,실내,4,Summer,
2306110011,전동성당,,,2023-06-11,1;4;7;99,실내,8,Summer,
2306110012,부경당,,,2023-06-11,5;99,실내,4,Summer,
2306110013,하숙영가마솥비빔밥,,,2023-06-11,1;2;4,실내,6,Summer,
2306110014,전주한옥마을,,,2023-06-11,1;2;3;4;5,실내,10,Summer,
2306260013,부타,,,2023-06-26,1;5;6,실내,6,Summer,
2306260014,한옥 호텔 궁,,,2023-06-26,5;6,실내,4,Summer,
2306220009,오목대,,,2023-06-22,1;2;3;4;5;7,실내,10,Summer,
2306220010,왕의 지밀,,,2023-06-22,1;4;5;7,실내,8,Summer,
2306220011,전망,,,2023-06-22,1;2;4;5;7,실내,10,Summer,
2306220012,옛촌막걸리,,,2023-06-22,1;2;5,실내,6,Summer,
2306220013,왕의 지밀,,,2023-06-22,1;4;5,실내,6,Summer,
2306220014,왕의 지밀,,,2023-06-22,5,실내,2,Summer,
2306130010,플라잉팬,,,2023-06-13,1;2;5;7,실내,8,Summer,
2306130011,성심당 본점,,,2023-06-13,1;2;5;6;7,실내,10,Summer,
2306160013,남원시립 김병종 미술관,,,2023-06-16,2;3;5,실내,6,Summer,
2306160014,남원 종합관광안내센터,,,2023-06-16,3;4,실외,4,Summer,
2306160015,살리지 호텔,,,2023-06-16,5,실내,2,Summer,
2306160016,월매 야시장,,,2023-06-16,2;4,실내,4,Summer,
2306160017,살리지 호텔,,,2023-06-16,5,실내,2,Summer,
2306110015,공주한옥마을,,,2023-06-11,1;2;5,실내,6,Summer,
2306210010,심리서점쓰담,,,2023-06-21,1;3;4;5;6;7;99,실내,10,Summer,
2306210011,오쿠야 마치 군산점,,,2023-06-21,1;4;6;7;99,실내,10,Summer,
2306210012,게스트하우스 달,,,2023-06-21,1;2;4;5;7,실내,10,Summer,
2306290011,고창 고인돌 박물관,,,2023-06-29,1;2;3;6;7,실내,10,Summer,
2306290012,고창 개봉 박두 뿌,,,2023-06-29,1;2;5;7,실내,8,Summer,
2306200010,아임 파인 앤유,전라북도,,2023-06-20,1;2;3;5,실내,8,Summer,
2306200011,에어비앤비 숙소,전라북도,,2023-06-20,1;2;4;5;6,실내,10,Summer,
2306200012,비해 원,,,2023-06-20,1;5,실내,4,Summer,
2306200013,서해랑 길 55코스,,,2023-06-20,2;5,실내,4,Summer,
2306200014,럭키마케트,,,2023-06-20,1;5,실내,4,Summer,
2306200015,에어비앤비 숙소,전라북도,,2023-06-20,5,실내,2,Summer,
2306280010,공간 태리,,,2023-06-28,1;2;3;4;5;7;99,실내,10,Summer,
2306280011,만월 호텔 중리점,,,2023-06-28,4;5;6;7,실내,8,Summer,
2306280012,대전중앙시장,,,2023-06-28,1;2;7,실내,6,Summer,
2307080013,커피홀릭,,,2023-07-08,1;2;3;4;6;99,실내,10,Summer,
2307080014,145게스트하우스,,,2023-07-08,1;4;5;7;99,실내,10,Summer,
2307080015,이재,,,2023-07-08,1;5;6,실내,6,Summer,
2307040011,에어비엔비,광주광역시,,2023-07-04,1;3;4;5;6;7,실내,10,Summer,
2306290013,정읍 하누,,,2023-06-29,1;5;6,실내,6,Summer,
2306250015,청풍리조트 레이크호텔,,,2023-06-25,5,실내,2,Summer,
2306280013,성심당 대전역점,,,2023-06-28,1;2;5;7,실내,8,Summer,
2306270011,카페 애프터 아워,충청북도,,2023-06-27,1;2;5;7,실내,8,Summer,
2306270012,동부창고,,,2023-06-27,1;2;4;5,실내,8,Summer,
2306270013,멕시칸치킨 우암 내덕점,,,2023-06-27,1;4;5,실내,6,Summer,
2306270014,모텔 아모르,,,2023-06-27,5,실내,2,Summer,
2306270015,청주 중앙공원,,,2023-06-27,4,실외,2,Summer,
2307060013,사직공원 전망타워,,,2023-07-06,1;4;5;6;7,실내,10,Summer,
2307060014,광주교,,,2023-07-06,1;2;4;7,실내,8,Summer,
2307120011,홍삼 파는 화가,,,2023-07-12,1;2;5;7,실내,8,Summer,
2307060015,은파호수공원,,,2023-07-06,4,실외,2,Summer,
2307010016,오목대,,,2023-07-01,1;2;4;6;7,실내,10,Summer,
2307030012,화양제 이마트,,,2023-07-03,2,실내,2,Summer,
2307030013,만리포해수욕장,,,2023-07-03,1;4;5;7,실내,8,Summer,
2307030014,모항항 수산물 직판장,,,2023-07-03,2,실내,2,Summer,
2307030015,소원농협 하나로마트,,,2023-07-03,2,실내,2,Summer,
2307180007,대천항 수산시장,,,2023-07-18,1;2;3;4;5;6;7;99,실내,10,Summer,
2307180008,즐겨찾기 펜션,,,2023-07-18,1;2;3;4;5;7,실내,10,Summer,
2307190001,죽도 관광지,,,2023-07-19,1;2;3;4;5;7,실내,10,Summer,
2307220018,숙소,전라북도,,2023-07-22,1;5,실내,4,Summer,
2307150014,스파 리조트 안단테,,,2023-07-15,5;7,실내,4,Summer,
2307250012,카페 하이,,,2023-07-25,1;2;5;7,실내,8,Summer,
2307250013,교동 미술관 2관,,,2023-07-25,3;7,실외,4,Summer,
2307250014,일상에,,,2023-07-25,6,실외,2,Summer,
2307250015,자만 벽화마을,,,2023-07-25,2;4;7,실내,6,Summer,
2307250016,광부 맥주,,,2023-07-25,1;7,실내,4,Summer,
2307250017,부타,,,2023-07-25,1;7,실내,4,Summer,
2307180010,샤론 펜션,,,2023-07-18,1;2;4;5;6;7,실내,10,Summer,
2307270013,어썸 게스트하우스,충청남도,,2023-07-27,2;5;6;99,실내,8,Summer,
2307210013,브라운 도트 호텔 목포 평화광장점,전라남도,,2023-07-21,5,실내,2,Summer,
2307270014,히트 코인 노래연습장,,,2023-07-27,6,실외,2,Summer,
2307270015,하이루 탕후루 대전은행점,대전광역시,,2023-07-27,2,실내,2,Summer,
2307270016,CU 대전 대흥 사랑 점,,,2023-07-27,1;2,실내,4,Summer,
2307270017,엑스포다리,,,2023-07-27,2;4,실내,4,Summer,
2308090008,신데렐라 커피숍,대전광역시,,2023-08-09,1;2;5;7,실내,8,Summer,
2308190022,아라보다 호텔,충청북도,,2023-08-19,1,실내,2,Summer,
2309020016,이성당 본점,,,2023-09-02,1;2;7,실내,6,Autumn,
2308130014,아랑궐,,,2023-08-13,1;4;5;99,실내,8,Summer,
2309060001,무안황토 갯벌랜드,,,2023-09-06,1;2;3;4;5;6;7,실내,10,Autumn,
2308100001,나주곰탕 하얀 집,,,2023-08-10,1;2;3;4;5;6;7,실내,10,Summer,
2308200015,신라스테이 여수,전라남도,,2023-08-20,5,실내,2,Summer,
2309020018,만년 닭강정 한옥마을점,,,2023-09-02,1,실내,2,Autumn,
2309020019,오목대,,,2023-09-02,4,실외,2,Autumn,
2309020020,전망,,,2023-09-02,1,실내,2,Autumn,
2308130015,자요 게스트하우스,,,2023-08-13,7;99,실외,4,Summer,
2309090018,성심당 본점,,,2023-09-09,2;7;99,실내,6,Autumn,
2308240015,목포 해상 케이블카 북항 승강장,,,2023-08-24,1;3;5;7,실내,8,Summer,
2308240016,뜰채,,,2023-08-24,1,실내,2,Summer,
2308150012,소노벨 천안,인천광역시,,2023-08-15,1;2;3;4;5;7,실내,10,Summer,
2308150013,GS25 용전파크점,,,2023-08-15,2;4;5;7,실내,8,Summer,
2308160016,경수네 네 식당,,,2023-08-16,1;5,실내,4,Summer,
2308160017,선유도해수욕장,,,2023-08-16,4,실외,2,Summer,
2308250022,전주 남부시장 한옥마을 야시장,,,2023-08-25,2;7,실내,4,Summer,
2308250023,엘브즈,,,2023-08-25,2,실내,2,Summer,
2309300002,경암동 철길마을,,,2023-09-30,1;2;4;5,실내,8,Autumn,
2309300003,군산근대역사박물관,,,2023-09-30,3;4,실외,4,Autumn,
2309300004,한인옥,,,2023-09-30,1;4,실내,4,Autumn,
2309170015,성심당 본점,,,2023-09-17,2,실내,2,Autumn,
2309230013,베이커리 밤마을,,,2023-09-23,1;2;7,실내,6,Autumn,
2309010016,은파호수공원,,,2023-09-01,4,실외,2,Autumn,
2309260009,부여 백마강 길,충청남도,,2023-09-26,4;7,실외,4,Autumn,
2309260010,궁남지,,,2023-09-26,4;7,실외,4,Autumn,
2309260011,부여중앙시장,,,2023-09-26,2,실내,2,Autumn,
2309260012,쌀 굽다,,,2023-09-26,2,실내,2,Autumn,
2309300005,무드 빌리지,,,2023-09-30,1;3;5,실내,6,Autumn,
2309300006,국립부여박물관,,,2023-09-30,1;3,실내,4,Autumn,
2309300007,정림사지박물관 정림사지 5층 석탑,,,2023-09-30,2;3,실내,4,Autumn,
2309300008,궁남지,,,2023-09-30,3,실외,2,Autumn,
2309190003,여수세계박람회 빅 오,,,2023-09-19,1;2;3;4;5;6;7,실내,10,Autumn,
2309200002,태동 식당,,,2023-09-20,1;3;4;5;7,실내,10,Autumn,
2309280002,메가 MGC 커피 익산영등제일점,,,2023-09-28,1;2;4;5,실내,8,Autumn,
2309280003,완미 족발 익산 영등점,,,2023-09-28,1;2;3;4;5;7,실내,10,Autumn,
2309280004,롯데마트 익산점,,,2023-09-28,1;2;3;4;5;7,실내,10,Autumn,
2309280005,올리브영 원광대점,,,2023-09-28,1;2;3;4;5;6;7,실내,10,Autumn,
2309280006,아필코 웨스턴라이프 호텔점,,,2023-09-28,1;2;4;5,실내,8,Autumn,
2309070015,맥도날드 서울역점,,,2023-09-07,1;7,실내,4,Autumn,
2309280007,성성 호수공원,,,2023-09-28,1;3;4,실내,6,Autumn,
2309280008,겐 유동 천안 본점,,,2023-09-28,1;3,실내,4,Autumn,
2309280009,카페 카바나,,,2023-09-28,1;2;4;5,실내,8,Autumn,
2309040010,해촌,,,2023-09-04,1;2;3;5;7,실내,10,Autumn,
2309120010,신흥동 일본식 가옥,,,2023-09-12,1;4;5;7;99,실내,10,Autumn,
